연도, 월, 조사회차, 채수 일자, 중권역 명, 측정소 명,Q,BOD,Chl_a,COD,NH3_N,NO3_N,T_N,T_P
2017,8,1회차,2017.08.07,영산강상류,우치,1.804,3.2,50.3,7.4,0.067,0.581,0.857,0.086
2017,8,1회차,2017.08.07,영산강상류,광주천2,1.012,6,62.9,11.5,0.295,2.561,3.644,0.169
2017,8,1회차,2017.08.07,죽산보(영산강중류),광산,11.975,4,22.4,9.2,1.987,1.207,3.798,0.15
2017,8,1회차,2017.08.07,황룡강,황룡강3,1.36,2.6,,6.6,,,0.617,0.06
2017,8,1회차,2017.08.07,황룡강,황룡강5,2.51,2.6,41,7.3,0.023,0.475,0.73,0.074
2017,8,2회차,2017.08.08,영산강상류,광주1,,3.9,56.2,9,0,0.111,0.731,0.098
2017,8,2회차,2017.08.08,영산강상류,광주2,,5.1,51.7,10.6,7.382,1.623,11.613,0.256
2017,8,2회차,2017.08.08,영산강상류,광주3,,8.2,148.7,8.5,3.433,1.534,8.037,0.148
2017,8,2회차,2017.08.14,영산강상류,우치,29.849,2.2,9.8,7.6,0.117,0.811,1.263,0.135
2017,8,2회차,2017.08.14,영산강상류,광주천2,,6.7,24.3,12.6,0.871,0.966,2.693,0.219
2017,8,2회차,2017.08.14,죽산보(영산강중류),광산,99.312,3.6,11.2,8.7,3.847,1.053,5.378,0.142
2017,8,2회차,2017.08.14,황룡강,황룡강3,14.778,2,,5.8,,,1.098,0.079
2017,8,2회차,2017.08.14,황룡강,황룡강5,,3.3,17.3,6.5,0.262,0.41,0.945,0.088
2017,8,3회차,2017.08.14,영산강상류,광주1,,2,26.3,7.5,0.272,0.502,1.466,0.11
2017,8,3회차,2017.08.14,영산강상류,광주2,,8.5,16.8,10,1.988,0.873,3.807,0.267
2017,8,3회차,2017.08.14,영산강상류,광주3,,5.5,18.3,7.1,1.98,0.854,3.657,0.201
2017,8,3회차,2017.08.21,영산강상류,우치,86.871,3.2,18,8,0.114,1.005,1.605,0.16
2017,8,3회차,2017.08.21,영산강상류,광주천2,,4.8,5.3,8.2,0.887,0.977,2.477,0.235
2017,8,3회차,2017.08.21,죽산보(영산강중류),광산,219.415,4.7,9.6,9.6,2.908,0.976,4.71,0.277
2017,8,3회차,2017.08.21,황룡강,황룡강3,35.303,2.6,,7.3,,,1.436,0.139
2017,8,3회차,2017.08.21,황룡강,황룡강5,,2.9,22.4,7.9,0.059,0.578,1.021,0.108
2017,8,4회차,2017.08.22,영산강상류,광주1,,4.1,7.7,9.3,0.431,0.978,2.145,0.192
2017,8,4회차,2017.08.22,영산강상류,광주2,,1.5,7.4,9.8,0.611,1.28,2.601,0.227
2017,8,4회차,2017.08.22,영산강상류,광주3,,3.5,4.6,8.1,0.864,1.209,2.717,0.242
2017,8,4회차,2017.08.28,영산강상류,우치,8.136,1.2,3.6,5.2,0.067,1.416,1.89,0.066
2017,8,4회차,2017.08.28,영산강상류,광주천2,2.277,1.2,2,5,0.178,3.375,3.966,0.087
2017,8,4회차,2017.08.28,죽산보(영산강중류),광산,48.494,3,12.3,7.6,0.707,1.787,3.089,0.153
2017,8,4회차,2017.08.28,황룡강,황룡강3,15.801,1.1,,5,,,2.466,0.068
2017,8,4회차,2017.08.28,황룡강,황룡강5,12.323,1,7.1,5.7,0.041,1.815,2.261,0.082
2017,9,1회차,2017.09.04,영산강상류,우치,6.257,2.5,20.5,5.3,0.014,0.858,1.275,0.087
2017,9,1회차,2017.09.04,영산강상류,광주천2,0.648,3.5,38.7,7,0.031,3.139,4.267,0.098
2017,9,1회차,2017.09.04,영산강상류,광주1,,1.3,29.5,6.1,0.023,0.422,0.966,0.064
2017,9,1회차,2017.09.04,영산강상류,광주2,,4.1,32.4,7.5,2.311,2.381,6.641,0.082
2017,9,1회차,2017.09.04,영산강상류,광주3,,5.7,135.3,9.9,1.842,2.258,6.237,0.091
2017,9,1회차,2017.09.04,죽산보(영산강중류),광산,30.837,4.7,49.4,8.9,1.299,1.793,3.771,0.142
2017,9,1회차,2017.09.04,황룡강,황룡강1,,1.5,6,5.5,0.063,0.695,0.945,0.013
2017,9,1회차,2017.09.04,황룡강,황룡강3,4.433,3.7,,5.6,,,1.318,0.06
2017,9,1회차,2017.09.04,황룡강,황룡강5,7.012,4.1,42.9,6,0.012,0.785,1.325,0.114
2017,9,1회차,2017.09.04,황룡강,황룡강2,,0.8,7.1,5,0.007,0.768,0.998,0.015
2017,9,1회차,2017.09.12,영산강상류,광주천1,,0.8,4,4.2,0.048,1.949,2.491,0.066
2017,9,1회차,2017.09.13,황룡강,황룡강4,,1.3,17,7.4,0.005,1.078,1.66,0.069
2017,9,2회차,2017.09.12,영산강상류,우치,33.968,1.8,4.7,7.4,0.08,1.051,1.686,0.134
2017,9,2회차,2017.09.12,영산강상류,광주천2,7.67,2.7,2.9,5.7,0.138,2.004,2.67,0.096
2017,9,2회차,2017.09.12,영산강상류,광주1,,0.9,10.7,7.4,0.102,0.878,1.535,0.136
2017,9,2회차,2017.09.12,영산강상류,광주2,,3.9,8.9,8.3,1.099,1.248,3.126,0.22
2017,9,2회차,2017.09.12,영산강상류,광주3,,1.5,5.7,7.5,0.541,1.088,2.266,0.167
2017,9,2회차,2017.09.12,죽산보(영산강중류),광산,125.389,2.8,5,7.3,0.149,1.164,2.076,0.173
2017,9,2회차,2017.09.12,황룡강,황룡강3,15.168,1.6,,6.5,,,1.917,0.117
2017,9,2회차,2017.09.12,황룡강,황룡강5,,1.8,12.1,6.6,0.069,1.13,1.768,0.135
2017,9,3회차,2017.09.18,영산강상류,우치,3.963,1.1,5.8,5.1,0.025,1.141,1.525,0.048
2017,9,3회차,2017.09.18,영산강상류,광주천2,0.722,1.8,13.6,5.2,0.015,1.375,1.792,0.07
2017,9,3회차,2017.09.18,죽산보(영산강중류),광산,19.158,3.7,70,7.9,1.102,1.493,3.343,0.068
2017,9,3회차,2017.09.18,황룡강,황룡강3,3.841,1.9,,4.8,,,1.483,0.051
2017,9,3회차,2017.09.18,황룡강,황룡강5,5.099,2.2,31.1,5.7,0.003,0.897,1.25,0.04
2017,9,3회차,2017.09.19,영산강상류,광주1,,1.8,37.6,5.5,0.03,0.666,1.258,0.055
2017,9,3회차,2017.09.19,영산강상류,광주2,,3.1,24.6,6.8,3.013,2.493,6.759,0.109
2017,9,3회차,2017.09.19,영산강상류,광주3,,3,57.9,7.4,1.952,2.403,5.636,0.077
2017,9,4회차,2017.09.25,영산강상류,우치,4.169,1.5,11.6,5.2,0.033,0.858,1.161,0.051
2017,9,4회차,2017.09.25,영산강상류,광주천2,0.89,2.5,27,6,0.019,0.84,3.517,0.046
2017,9,4회차,2017.09.25,죽산보(영산강중류),광산,14.997,3.4,31,7.3,0.881,1.894,3.461,0.035
2017,9,4회차,2017.09.25,황룡강,황룡강5,5.033,2.6,32.9,5.6,0.014,0.438,0.756,0.047
2017,9,4회차,2017.09.26,영산강상류,광주1,,3.4,71.9,7.6,0.015,0.065,0.57,0.062
2017,9,4회차,2017.09.26,영산강상류,광주2,,3.5,27.7,7.2,3.131,2.543,7.017,0.102
2017,9,4회차,2017.09.26,영산강상류,광주3,,4.1,82.4,8.7,2.602,2.104,6.184,0.07
2017,10,1회차,2017.10.10,영산강상류,광주천1,,1,1.8,3.8,0.011,1.639,1.603,0.069
2017,10,1회차,2017.10.10,영산강상류,우치,4.248,1.2,3.9,5,0.181,1.282,2.01,0.081
2017,10,1회차,2017.10.10,영산강상류,광주천2,1.031,2,10.5,5.3,0.03,1.23,1.75,0.103
2017,10,1회차,2017.10.10,영산강상류,광주1,,1.8,13,5.3,0.034,0.894,1.628,0.061
2017,10,1회차,2017.10.10,영산강상류,광주2,,3.5,8.6,6.8,3.845,2.071,7.162,0.097
2017,10,1회차,2017.10.10,영산강상류,광주3,,3.1,18.6,6.7,3.182,2.282,6.717,0.112
2017,10,1회차,2017.10.10,죽산보(영산강중류),광산,27.01,5,61.9,7.9,1.82,1.54,4.132,0.12
2017,10,1회차,2017.10.10,황룡강,황룡강1,,1,15.2,4.2,0.087,0.405,0.676,0.017
2017,10,1회차,2017.10.10,황룡강,황룡강3,3.218,1.4,,4.4,,,1.501,0.067
2017,10,1회차,2017.10.10,황룡강,황룡강5,16.799,1.5,9,5.5,0.016,0.946,1.293,0.055
2017,10,1회차,2017.10.10,황룡강,황룡강2,,0.8,7.9,4,0.051,0.659,0.841,0.017
2017,10,1회차,2017.10.12,황룡강,황룡강4,,1.3,12.3,5,0.076,0.667,1.011,0.036
2017,10,2회차,2017.10.16,영산강상류,우치,3.445,1.1,7.1,4.9,0.057,1.427,1.956,0.073
2017,10,2회차,2017.10.16,영산강상류,광주천2,0.892,1.7,11.7,4.9,0.043,1.267,1.743,0.093
2017,10,2회차,2017.10.16,죽산보(영산강중류),광산,18.64,4.7,37.5,7.5,2.157,2.13,5.542,0.125
2017,10,2회차,2017.10.16,황룡강,황룡강3,2.989,2.1,,4.5,,,1.394,0.063
2017,10,2회차,2017.10.16,황룡강,황룡강5,3.819,1.2,8.5,4.3,0.061,0.992,1.397,0.067
2017,10,2회차,2017.10.17,영산강상류,광주1,,1.8,21.2,3.8,0.062,0.962,1.717,0.062
2017,10,2회차,2017.10.17,영산강상류,광주2,,3.1,15.9,6.3,3.298,2.859,7.131,0.088
2017,10,2회차,2017.10.17,영산강상류,광주3,,2.6,33.1,6.1,0.435,2.659,7.301,0.148
2017,10,3회차,2017.10.23,영산강상류,우치,3.111,1.2,10.5,5.3,0.12,1.238,1.769,0.064
2017,10,3회차,2017.10.23,영산강상류,광주천2,0.794,4.2,77,7.3,0.03,0.638,1.071,0.084
2017,10,3회차,2017.10.23,영산강상류,광주1,,2.1,23.7,5.2,0.083,0.851,1.495,0.062
2017,10,3회차,2017.10.23,영산강상류,광주2,,5.6,51.1,7.7,3.864,2.496,8.188,0.095
2017,10,3회차,2017.10.23,영산강상류,광주3,,6.5,125.4,9.4,2.067,2.761,6.81,0.099
2017,10,3회차,2017.10.23,죽산보(영산강중류),광산,12.92,4.8,52.5,8.5,1.902,2.347,5.302,0.06
2017,10,3회차,2017.10.23,황룡강,황룡강3,2.092,2.6,,5.2,,,1.015,0.048
2017,10,3회차,2017.10.23,황룡강,황룡강5,3.032,1.5,22.6,4.7,0.03,0.709,0.961,0.063
2017,10,4회차,2017.10.30,영산강상류,우치,2.755,2.8,50.1,6.7,0.009,1.162,1.515,0.064
2017,10,4회차,2017.10.30,영산강상류,광주천2,0.764,4.3,74.5,8,0.156,2.63,3.419,0.056
2017,10,4회차,2017.10.30,죽산보(영산강중류),광산,11.127,5.2,43.6,9.1,1.823,2.955,5.688,0.06
2017,10,4회차,2017.10.30,황룡강,황룡강3,1.527,3.7,,5.9,,,1.03,0.066
2017,10,4회차,2017.10.30,황룡강,황룡강5,2.425,2,17.9,5,0.039,0.442,0.786,0.061
2017,10,4회차,2017.10.31,영산강상류,광주1,,6.3,127.2,10.3,0.016,0.033,0.808,0.082
2017,10,4회차,2017.10.31,영산강상류,광주2,,6.4,59.8,9.1,1.813,2.135,5.348,0.095
2017,10,4회차,2017.10.31,영산강상류,광주3,,6.6,104.3,10,3.255,2.701,7.527,0.094
2017,11,1회차,2017.11.01,영산강상류,광주천1,,1.1,1.3,4.8,0.077,3.684,3.877,0.094
2017,11,1회차,2017.11.02,황룡강,황룡강4,,1.7,16.5,5.8,0.027,0.267,0.624,0.04
2017,11,1회차,2017.11.06,영산강상류,우치,2.117,3.8,75.6,6.8,0.387,1.123,1.889,0.076
2017,11,1회차,2017.11.06,영산강상류,광주천2,0.753,5.9,79.7,10.9,0.09,3.191,3.89,0.085
2017,11,1회차,2017.11.06,죽산보(영산강중류),광산,11.649,4.5,26.9,7.9,2.106,2.918,5.351,0.058
2017,11,1회차,2017.11.06,황룡강,황룡강3,1.26,4.5,,7.6,,,1.134,0.07
2017,11,1회차,2017.11.06,황룡강,황룡강5,1.934,1.5,9.4,4.4,0.042,0.553,0.989,0.069
2017,11,1회차,2017.11.07,영산강상류,광주1,,4.1,40.7,6.2,0.078,0.824,1.655,0.071
2017,11,1회차,2017.11.07,영산강상류,광주2,,5.3,37.9,8,4.567,4.013,10.211,0.085
2017,11,1회차,2017.11.07,영산강상류,광주3,,6.1,96.8,9.2,3.066,3.523,8.211,0.087
2017,11,1회차,2017.11.13,황룡강,황룡강1,,1.2,3.7,4.7,0.042,0,0.287,0.036
2017,11,1회차,2017.11.13,황룡강,황룡강2,,2.2,12.6,5.3,0.022,0.369,0.715,0.035
2017,11,2회차,2017.11.13,영산강상류,우치,2.022,3.7,72.7,7.3,0.016,0.935,1.487,0.063
2017,11,2회차,2017.11.13,영산강상류,광주천2,0.659,5.2,99.6,11.1,0.017,2.975,3.729,0.075
2017,11,2회차,2017.11.13,죽산보(영산강중류),광산,21.488,4.6,24.2,8.4,2.249,3.223,6.183,0.074
2017,11,2회차,2017.11.13,황룡강,황룡강3,1.24,4.3,,6.4,,,1.056,0.057
2017,11,2회차,2017.11.13,황룡강,황룡강5,2.204,1.3,10.5,4.5,0.03,0.51,0.879,0.053
2017,11,2회차,2017.11.14,영산강상류,광주1,,5.1,70.2,8.3,0,0.525,1.356,0.083
2017,11,2회차,2017.11.14,영산강상류,광주2,,4.8,59.3,8.6,2.099,3.24,7.424,0.092
2017,11,2회차,2017.11.14,영산강상류,광주3,,4.8,66.3,9,3.445,4.254,9.4,0.091
2017,11,3회차,2017.11.20,영산강상류,우치,1.943,4.7,88.5,8.2,0.342,0.687,1.973,0.067
2017,11,3회차,2017.11.20,영산강상류,광주천2,0.716,4.7,67.9,8.4,0.014,2.587,3.705,0.073
2017,11,3회차,2017.11.20,영산강상류,광주1,,4.3,46.5,8,1.251,1.016,3.204,0.147
2017,11,3회차,2017.11.20,영산강상류,광주2,,5.5,50.1,8.7,2.944,3.077,7.317,0.092
2017,11,3회차,2017.11.20,영산강상류,광주3,,3.7,46.6,8.9,3.978,3.984,9.601,0.107
2017,11,3회차,2017.11.20,죽산보(영산강중류),광산,14.156,5.8,75.7,11.6,2.038,2.888,6.484,0.099
2017,11,3회차,2017.11.20,황룡강,황룡강3,0.751,6.5,,9.3,,,1.038,0.075
2017,11,3회차,2017.11.20,황룡강,황룡강5,1.837,2.2,25.7,4.9,0.034,0.581,0.842,0.052
2017,11,4회차,2017.11.27,영산강상류,우치,2.804,4.1,73,7,0.021,1.679,2.32,0.072
2017,11,4회차,2017.11.27,영산강상류,광주천2,0.687,7.6,125.7,12.3,0.005,0.317,1.275,0.096
2017,11,4회차,2017.11.27,영산강상류,광주1,,4.8,75.4,7.5,0.279,1.145,2.244,0.109
2017,11,4회차,2017.11.27,영산강상류,광주2,,5.8,68.1,9.4,3.129,2.478,7.344,0.085
2017,11,4회차,2017.11.27,영산강상류,광주3,,6.5,63.9,9.5,5.143,2.661,9.82,0.113
2017,11,4회차,2017.11.27,죽산보(영산강중류),광산,15.429,6.1,65.4,11.4,2.523,3.693,7.341,0.116
2017,11,4회차,2017.11.27,황룡강,황룡강3,0.842,3,,5.9,,,1.733,0.074
2017,11,4회차,2017.11.27,황룡강,황룡강5,1.835,3.4,28.1,6.4,0.048,0.362,0.902,0.067
2017,12,1회차,2017.12.04,영산강상류,광주천1,,1.2,24.9,4,0.162,0.81,1.012,0.032
2017,12,1회차,2017.12.04,영산강상류,우치,2.256,3.6,51.5,6.5,0.225,1.783,2.36,0.059
2017,12,1회차,2017.12.04,영산강상류,광주천2,0.66,7.4,110.2,12,0.024,0.517,1.476,0.094
2017,12,1회차,2017.12.04,영산강상류,광주1,,4.1,51.7,6.8,0.038,1.396,2.219,0.069
2017,12,1회차,2017.12.04,영산강상류,광주2,,7.7,54.9,9.1,4.249,1.598,7.694,0.075
2017,12,1회차,2017.12.04,영산강상류,광주3,,6.3,50,9.2,5.856,1.961,9.777,0.093
2017,12,1회차,2017.12.04,죽산보(영산강중류),광산,21.285,5.6,42.9,9,3.694,2.981,7.74,0.13
2017,12,1회차,2017.12.04,황룡강,황룡강1,,3.1,8,4.6,0.147,0,0.244,0.02
2017,12,1회차,2017.12.04,황룡강,황룡강3,0.31,3.7,,6.6,,,1.684,0.088
2017,12,1회차,2017.12.04,황룡강,황룡강5,1.168,1.9,10.5,5,0.101,0.5,0.966,0.06
2017,12,1회차,2017.12.04,황룡강,황룡강2,,1,6,3.3,0.122,0.885,1.034,0.005
2017,12,1회차,2017.12.05,황룡강,황룡강4,,1.9,11.6,4.2,0.08,0.287,0.552,0.018
2017,12,2회차,2017.12.11,영산강상류,우치,2.446,2.9,43.1,5.7,0.387,2.067,2.878,0.072
2017,12,2회차,2017.12.11,영산강상류,광주천2,0.679,7.3,117.3,11.8,0.021,0.548,1.889,0.086
2017,12,2회차,2017.12.11,영산강상류,광주1,,4.2,45.5,8.3,0.334,1.425,2.785,0.113
2017,12,2회차,2017.12.11,영산강상류,광주2,,9.8,79.2,10.5,3.47,2.269,7.787,0.14
2017,12,2회차,2017.12.11,영산강상류,광주3,,11.4,54.5,11.7,5.768,2.433,10.627,0.244
2017,12,2회차,2017.12.11,죽산보(영산강중류),광산,35.4,5.1,30.1,8.3,3.551,3.147,7.513,0.095
2017,12,2회차,2017.12.11,황룡강,황룡강3,0.775,4.9,,7.6,,,2.169,0.079
2017,12,2회차,2017.12.11,황룡강,황룡강5,1.637,1.7,9.6,4.7,0.086,0.444,1.235,0.062
2017,12,3회차,2017.12.18,영산강상류,우치,2.277,3,44.4,5.3,0.312,2.134,2.975,0.068
2017,12,3회차,2017.12.18,영산강상류,광주천2,0.684,6.8,97.3,11.9,0.056,1.255,2.197,0.089
2017,12,3회차,2017.12.18,영산강상류,광주1,,3.4,30.8,5.7,0.132,1.835,2.655,0.085
2017,12,3회차,2017.12.18,영산강상류,광주2,,5.3,63.5,10.2,4.569,2.246,8.478,0.104
2017,12,3회차,2017.12.18,영산강상류,광주3,,4.9,46.9,9.5,5.974,2.546,10.184,0.129
2017,12,3회차,2017.12.18,죽산보(영산강중류),광산,27.67,4.6,19.1,8.3,4.175,2.756,8.02,0.103
2017,12,3회차,2017.12.18,황룡강,황룡강5,1.818,2.5,13.3,5.1,0.081,0.912,1.464,0.065
2017,12,4회차,2017.12.26,영산강상류,우치,3.511,3.6,57.2,6,0.153,2.212,2.667,0.068
2017,12,4회차,2017.12.26,영산강상류,광주천2,0.775,7,100.1,12.2,0.253,1.948,2.889,0.132
2017,12,4회차,2017.12.26,영산강상류,광주1,,4.6,44.5,8.8,0.402,2.187,3.67,0.172
2017,12,4회차,2017.12.26,영산강상류,광주2,,9.1,74.6,10.9,4.131,2.141,7.83,0.157
2017,12,4회차,2017.12.26,영산강상류,광주3,,11.1,78.6,12.2,6.297,1.949,9.67,0.318
2017,12,4회차,2017.12.26,죽산보(영산강중류),광산,15.957,6.2,70.8,11.1,2.608,2.029,5.365,0.141
2017,12,4회차,2017.12.26,황룡강,황룡강5,3.116,3.5,18.1,6.3,0.407,1.25,2.021,0.105
2018,1,1회차,2018.01.02,영산강상류,우치,,3.1,33.9,5.9,0.038,2.118,2.81,0.066
2018,1,1회차,2018.01.02,영산강상류,광주1,정량한계미만,3.5,57.4,6.7,0.072,1.522,2.636,0.107
2018,1,1회차,2018.01.02,영산강상류,광주2,정량한계미만,7.8,64.3,10.7,5.079,1.915,9.384,0.113
2018,1,1회차,2018.01.02,영산강상류,광주3,정량한계미만,5,67.3,10.8,5.126,2.686,10.046,0.115
2018,1,1회차,2018.01.02,죽산보(영산강중류),광산,,5.8,24.9,10.7,5.464,2.281,8.828,0.099
2018,1,1회차,2018.01.03,황룡강,황룡강5,,3.1,25.4,5.1,0.084,1.15,1.857,0.068
2018,1,1회차,2018.01.04,황룡강,황룡강1,,1.9,4.6,4.1,0.044,0.433,0.673,0.016
2018,1,1회차,2018.01.04,황룡강,황룡강2,,1.5,2.6,3.4,0.041,1.234,1.38,0.011
2018,1,1회차,2018.01.08,영산강상류,광주천1,,1.5,28.7,4.6,0.304,2.141,2.32,0.066
2018,1,1회차,2018.01.09,황룡강,황룡강4,,1,14.4,5.6,0.141,1.039,1.5,0.043
2018,1,1회차,2018.01.15,영산강상류,광주천2,,7.4,118.4,12.4,0.01,1.432,2.424,0.111
2018,1,1회차,2018.01.15,황룡강,황룡강3,,3.4,,5.8,,,2.182,0.104
2018,1,2회차,2018.01.08,영산강상류,우치,,3.6,64.8,6.2,0.536,1.599,2.288,0.068
2018,1,2회차,2018.01.08,영산강상류,광주1,,7.8,54.6,9.2,0.26,1.501,2.73,0.111
2018,1,2회차,2018.01.08,영산강상류,광주2,,10.2,45.3,11,6.883,1.978,11.69,0.219
2018,1,2회차,2018.01.08,영산강상류,광주3,,4.7,52.7,10.2,6.077,2.593,11.082,0.101
2018,1,2회차,2018.01.08,죽산보(영산강중류),광산,,5.9,42.1,10.8,5.513,2.465,9.144,0.075
2018,1,2회차,2018.01.15,황룡강,황룡강5,0,3.1,21.3,5.7,0.111,1.085,1.675,0.066
2018,1,2회차,2018.01.22,영산강상류,광주천2,,7.7,141.6,13,0.049,1.347,2.65,0.166
2018,1,2회차,2018.01.22,황룡강,황룡강3,,2.3,,5.7,,,2.596,0.09
2018,1,3회차,2018.01.15,영산강상류,우치,0,3.2,37.3,5.3,0.124,2.009,2.64,0.061
2018,1,3회차,2018.01.15,영산강상류,광주1,,3.5,32.7,7.3,0.292,1.603,2.998,0.085
2018,1,3회차,2018.01.15,영산강상류,광주2,,6.4,48.6,10.2,5.768,1.96,10.499,0.152
2018,1,3회차,2018.01.15,영산강상류,광주3,,4.8,55.5,10.7,6.118,2.71,11.646,0.162
2018,1,3회차,2018.01.15,죽산보(영산강중류),광산,0,6.9,80.8,12,5.473,2.529,9.233,0.166
2018,1,3회차,2018.01.22,황룡강,황룡강5,,3,28.8,6.7,0.076,1.875,2.817,0.095
2018,1,3회차,2018.01.29,영산강상류,광주천2,,4.9,72.1,8.5,0.042,1.635,2.538,0.091
2018,1,3회차,2018.01.29,황룡강,황룡강3,,3.5,,6.1,,,2.53,0.072
2018,1,4회차,2018.01.22,영산강상류,우치,,2.5,17.8,5.7,0.142,1.719,2.564,0.086
2018,1,4회차,2018.01.22,영산강상류,광주1,,3.4,70.6,5.8,0.073,1.723,3.245,0.064
2018,1,4회차,2018.01.22,영산강상류,광주2,,4.9,97.9,10.1,5.332,1.896,10.372,0.059
2018,1,4회차,2018.01.22,영산강상류,광주3,,3.5,88.9,10.3,5.196,2.349,9.716,0.075
2018,1,4회차,2018.01.22,죽산보(영산강중류),광산,,7,67.2,12.5,5.009,2.138,8.063,0.159
2018,1,4회차,2018.01.29,황룡강,황룡강5,,3.3,24.7,5.9,0.153,1.539,2.372,0.075
2018,1,5회차,2018.01.29,영산강상류,우치,,2,16.9,4.8,0.388,1.774,2.831,0.079
2018,1,5회차,2018.01.29,죽산보(영산강중류),광산,,6.4,67.3,12.1,5.303,2.185,9.149,0.126
2018,2,1회차,2018.02.01,황룡강,황룡강1,,1.7,5.7,4.2,0.101,0.687,1.384,0.028
2018,2,1회차,2018.02.01,황룡강,황룡강2,,1.2,4.9,4.5,0.103,1.745,2.408,0.041
2018,2,1회차,2018.02.05,영산강상류,우치,0,2.3,27.5,4.5,0.05,2.097,2.771,0.079
2018,2,1회차,2018.02.05,영산강상류,광주천2,,4.5,75,9.3,0.002,1.225,2.183,0.096
2018,2,1회차,2018.02.05,영산강상류,광주1,정량한계미만,3.6,28.3,6.3,0.199,1.709,2.773,0.08
2018,2,1회차,2018.02.05,영산강상류,광주2,정량한계미만,6.8,26.6,8.9,8.095,2.016,11.186,0.137
2018,2,1회차,2018.02.05,영산강상류,광주3,정량한계미만,3.1,46.4,10.4,8.39,2.402,12.041,0.085
2018,2,1회차,2018.02.05,죽산보(영산강중류),광산,0,4.2,51.1,8.8,8.19,1.889,10.59,0.123
2018,2,1회차,2018.02.05,황룡강,황룡강3,,3.5,,6.2,,,2.279,0.083
2018,2,1회차,2018.02.05,황룡강,황룡강5,0,3.4,30.7,6.8,0.118,1.151,1.884,0.074
2018,2,1회차,2018.02.07,영산강상류,광주천1,,1.5,21.2,4.4,0.151,2.467,2.845,0.037
2018,2,1회차,2018.02.08,황룡강,황룡강4,,2.2,48.2,7.8,0.089,1.416,2.169,0.058
2018,2,2회차,2018.02.12,영산강상류,광주1,,3.4,49.7,8.3,0.164,1.496,2.468,0.056
2018,2,2회차,2018.02.12,영산강상류,광주2,,5.9,71.1,10.6,6.782,1.795,9.699,0.096
2018,2,2회차,2018.02.12,영산강상류,광주3,,5.7,45.9,14.1,9.839,1.614,13.264,0.339
2018,2,2회차,2018.02.13,영산강상류,우치,,2.4,20.4,4.3,0.157,2.164,2.926,0.089
2018,2,2회차,2018.02.13,죽산보(영산강중류),광산,,6.2,64.5,11.6,8.269,1.709,11.062,0.155
2018,2,2회차,2018.02.13,황룡강,황룡강5,,4.2,49.9,7.5,0.119,1.041,1.923,0.105
2018,2,2회차,2018.02.19,영산강상류,광주천2,,6.6,108.1,12,0.06,1.428,2.632,0.144
2018,2,2회차,2018.02.19,황룡강,황룡강3,,3.2,,5.8,,,2.391,0.104
2018,2,3회차,2018.02.19,영산강상류,우치,,3.4,51.2,5.7,0.085,1.82,2.704,0.112
2018,2,3회차,2018.02.19,영산강상류,광주1,,3.6,24.4,7.5,0.091,1.467,2.629,0.062
2018,2,3회차,2018.02.19,영산강상류,광주2,,4.8,42.6,10.3,10.641,1.442,13.693,0.089
2018,2,3회차,2018.02.19,영산강상류,광주3,,3.6,30.6,9.8,10.949,1.731,13.658,0.094
2018,2,3회차,2018.02.19,죽산보(영산강중류),광산,,7.9,100.2,14,8.241,1.438,10.64,0.255
2018,2,3회차,2018.02.19,황룡강,황룡강5,,4.9,65.8,8.9,0.107,1.145,2.1,0.147
2018,2,3회차,2018.02.26,영산강상류,광주천2,,7,143.2,13.1,0.017,1.178,2.277,0.15
2018,2,3회차,2018.02.26,황룡강,황룡강3,,4.9,,8.6,,,2.246,0.116
2018,2,4회차,2018.02.26,영산강상류,우치,,4.7,88.1,8.5,0.006,1.468,2.236,0.098
2018,2,4회차,2018.02.26,영산강상류,광주1,,3.8,58.4,7.4,0.063,1.045,1.942,0.094
2018,2,4회차,2018.02.26,영산강상류,광주2,,5.9,62.1,10.2,8.858,1.329,11.426,0.103
2018,2,4회차,2018.02.26,영산강상류,광주3,,4.1,41.2,10.4,10.516,1.292,13.404,0.127
2018,2,4회차,2018.02.26,죽산보(영산강중류),광산,,6.1,64.3,12.8,10.926,1.872,13.96,0.176
2018,2,4회차,2018.02.26,황룡강,황룡강5,,5,79.7,9.8,0.189,0.92,1.863,0.13
2018,3,1회차,2018.03.05,영산강상류,우치,0,4.9,72.4,8.2,0.192,1.303,2.239,0.134
2018,3,1회차,2018.03.05,영산강상류,광주천2,0,12.2,57.7,20,2.331,0.804,5.475,0.435
2018,3,1회차,2018.03.05,죽산보(영산강중류),광산,0,6.5,72.6,12.3,6.419,1.205,8.43,0.194
2018,3,1회차,2018.03.05,황룡강,황룡강3,,4.3,,7.1,,,2.433,0.112
2018,3,1회차,2018.03.05,황룡강,황룡강5,0,5,57.8,8.7,0.353,1.15,2.482,0.121
2018,3,1회차,2018.03.06,영산강상류,광주1,정량한계미만,5.6,69.7,11.1,0.514,1.073,2.718,0.173
2018,3,1회차,2018.03.06,영산강상류,광주2,정량한계미만,11.2,92.8,14.9,3.798,0.896,6.111,0.185
2018,3,1회차,2018.03.06,영산강상류,광주3,정량한계미만,11.7,52.7,17,6.754,0.854,9.243,0.54
2018,3,1회차,2018.03.06,황룡강,황룡강1,정량한계미만,2.5,6,5.8,0.061,1.005,1.732,0.051
2018,3,1회차,2018.03.06,황룡강,황룡강2,정량한계미만,1.3,5.5,6,0.109,1.892,2.59,0.053
