site,yyyymm,MONTH,pH,DO,BOD,COD,SS,T.N,T.P,TOC,Temp,EC,TC,DTN,NH3.N,NO3.N,DTP,PO4.P,Chl.a,FC,Rain
公救1,Jan-18,1,8,13.8,2,7.8,8.4,6.654,0.066,4.3,4.9,496,209,6.574,1.574,3.259,0.038,0.018,23.1,20,13.04
公救1,Feb-18,2,8.2,14.5,4.4,10.1,17.4,6.569,0.081,5.1,4,508,155,6.21,1.782,3.099,0.032,0.005,59,18,31.55
公救1,Mar-18,3,7.5,11.5,3.3,8.3,17.7,6.694,0.098,4.8,11.6,345,368,6.518,2.786,2.616,0.062,0.034,22.4,118,3.64
公救1,Apr-18,4,7.7,10.6,3.4,7.6,16.1,5.02,0.081,4.2,16.3,261,916,4.863,1.564,2.139,0.045,0.021,30.1,309,6.29
公救1,May-18,5,7.6,12,3.4,7.5,17.8,3.705,0.092,4.7,21.5,266,210,3.455,0.997,1.552,0.049,0.03,48.7,26,17.77
公救1,Jun-18,6,8,12.7,4,10.2,14.3,3.043,0.079,7.6,26.2,271,218,2.754,0.495,1.133,0.034,0.011,80.6,1,69.08
公救1,Jul-18,7,7.8,8.7,2.7,8.3,25.1,2.519,0.131,4.6,27.9,187,1127,2.259,0.197,1.581,0.069,0.052,39.9,319,125.33
公救1,Aug-18,8,8.4,8.6,2.7,13,48.3,1.771,0.213,4.9,29.1,256,1578,1.192,0.137,0.347,0.132,0.085,85.4,589,216.94
公救1,Sep-18,9,7.1,7.9,2,6.2,18.1,2.265,0.144,3.5,25.2,139,1927,2.182,0.174,1.324,0.094,0.079,35.2,890,115.2
公救1,Oct-18,10,7.7,11.6,2.5,6.7,22.4,2.511,0.125,4.6,18.6,204,498,2.399,0.19,1.37,0.071,0.052,43,150,49.27
公救1,Nov-18,11,7.5,10.2,2.9,6.5,15.1,4.107,0.086,3.8,13.7,338,438,3.841,0.952,2.033,0.062,0.034,25.9,143,1.56
公救1,Dec-18,12,7.6,9.7,2.6,6.8,11.5,5.489,0.073,4.1,7.1,365,165,5.123,1.112,2.492,0.039,0.017,44.2,45,40.44
公救1,Jan-19,1,8,14.5,4.4,8.2,19.6,5.554,0.07,5.4,4.4,455,41,5.269,0.73,3.589,0.029,0.004,100.8,5,53.81
公救1,Feb-19,2,7.7,12.3,3.6,8.7,13.3,6.341,0.097,4.6,5.3,439,30,6.125,1.675,3.161,0.036,0.006,43.1,10,35.89
公救1,Mar-19,3,7.9,11.8,3.5,7.5,13,5.926,0.094,4.7,9.7,410,32,5.344,1.877,2.732,0.052,0.02,36.3,12,149.48
公救1,Apr-19,4,7.8,10.8,4.4,9.5,15.3,5.426,0.094,5.3,14,425,45,5.147,1.679,2.116,0.049,0.012,25.4,10,155.88
公救1,May-19,5,7.8,9.1,3,8.9,23,3.995,0.087,5.1,19.6,327,57,3.859,1.414,1.417,0.051,0.028,13.1,14,86.77
公救1,Jun-19,6,8.3,9.9,3.1,11.3,19.1,3.282,0.071,6.8,25.3,328,89,2.918,0.753,0.977,0.037,0.012,20.5,8,178.26
公救1,Jul-19,7,7.6,7.8,2.7,9.2,19.7,2.842,0.104,5.3,25.6,181,2155,2.664,0.548,1.198,0.068,0.048,17.1,489,65.3
公救1,Aug-19,8,8.1,8.9,4.8,9.7,22.3,2.484,0.137,5.4,29.4,154,428,2.32,0.346,0.961,0.087,0.061,57.3,263,250.3
公救1,Sep-19,9,7.4,8.5,2.5,7.7,18.3,2.52,0.136,4.5,23.9,166,802,2.405,0.331,1.36,0.099,0.078,23.6,234,147.98
公救1,Oct-19,10,7.7,11.2,1.2,6.1,18.4,2.843,0.093,3.6,19.8,175,455,2.777,0.34,2.15,0.065,0.052,10.1,177,154.03
公救1,Nov-19,11,8,11.8,2.7,7.9,44.5,3.223,0.081,3.8,14,282,162,2.999,0.142,2.278,0.034,0.025,30.2,26,48.18
公救1,Dec-19,12,7.9,14.3,2.8,7.4,15.8,4.427,0.056,3.8,7.6,375,55,4.114,0.579,2.888,0.026,0.005,43.6,29,37.66
