site,yyyymm,MONTH,pH,DO,BOD,COD,SS,T.N,T.P,TOC,Temp,EC,TC,DTN,NH3.N,NO3.N,DTP,PO4.P,Chl.a,FC,Rain
堡林2,Apr-17,4,7.6,10.3,7.1,11.6,17.2,7.39,0.115,6.4,17.8,379,82250,7.052,3.024,2.528,0.059,0.027,71.2,7925,185.56
堡林2,May-17,5,7.6,9.6,4.9,11.1,11.7,10.628,0.153,6.9,22.2,494,38750,9.161,5.755,2.289,0.079,0.047,22.3,3825,105.54
堡林2,Jun-17,6,7.9,11.5,7.6,13.6,17.7,7.221,0.113,7.4,24.7,352,42325,6.485,3.318,1.735,0.054,0.022,67.4,8450,106.73
堡林2,Jul-17,7,7.6,7.1,5.3,9.6,14.1,4.371,0.175,5.2,27.1,269,78000,4.249,1.908,1.375,0.119,0.099,15.1,40250,287.76
堡林2,Aug-17,8,7.5,8.1,4.5,9.6,30.3,5.23,0.223,4.9,27,210,263500,4.98,2.715,1.265,0.168,0.149,21.8,221750,86.27
堡林2,Sep-17,9,7.3,7.5,3.7,7.5,13.6,5.886,0.128,4.1,24.3,361,144000,5.5,2.389,2.166,0.089,0.067,23.4,80350,243.14
堡林2,Oct-17,10,7.4,9,4.7,7.5,7.2,6.957,0.094,3.8,20.5,414,31350,6.662,3.205,2.39,0.049,0.034,33.9,21775,207.29
堡林2,Nov-17,11,7.5,10.9,5.4,8.7,8.3,8.074,0.089,5.3,13.8,479,4875,7.708,3.185,3.202,0.029,0.006,53.9,2440,32.43
堡林2,Dec-17,12,7.7,12.3,8,10.2,16.9,7.947,0.119,5.7,8.2,512,56575,7.499,4.105,2.064,0.032,0.007,68.1,26600,45.34
堡林2,Jan-18,1,7.5,13,7.3,10.5,18.3,10.486,0.136,5.5,8.4,485,95750,9.683,5.766,1.937,0.056,0.034,64,44950,13.64
堡林2,Feb-18,2,7.8,13.7,5.9,10,11.2,11.501,0.106,5.6,9,448,69500,11.153,8.594,1.646,0.043,0.021,50.6,27585,43.76
堡林2,Mar-18,3,7.2,11.3,8,12,25.7,8.14,0.191,6.1,13.3,337,290750,7.526,5.037,1.478,0.099,0.079,50.3,104635,7.99
堡林2,Apr-18,4,7.5,10.8,7.4,9.9,22.1,7.026,0.166,4.8,16.5,326,230500,6.602,3.789,1.369,0.097,0.09,45.3,61650,9.05
堡林2,May-18,5,7.7,11.1,9.1,9.8,22.7,5.548,0.236,5.4,21.2,309,64750,5.24,3.31,0.997,0.159,0.136,66.6,3225,37.53
堡林2,Jun-18,6,7.3,9.8,5,9.7,14.7,5.33,0.114,5.6,25.8,303,11800,5.135,3.187,0.799,0.062,0.038,47.1,3300,38.62
堡林2,Jul-18,7,7.3,8.2,8,10.2,21,6.915,0.208,4.8,26.8,321,243000,6.645,4.75,0.872,0.148,0.133,31.3,83251,217.9
堡林2,Aug-18,8,7.6,8.8,6.6,10.2,18.3,7.542,0.187,5.3,29.3,357,146300,7.281,5.504,0.948,0.144,0.11,38.7,53150,261.09
堡林2,Sep-18,9,7.3,7.8,4.1,6.2,10.4,5.072,0.166,3.6,24.7,262,54000,5.029,2.862,1.188,0.118,0.095,28.1,18267,109.23
堡林2,Oct-18,10,7.4,11.4,5.1,7.1,9.8,7.143,0.192,4.2,18.9,393,26920,7.038,3.638,1.813,0.144,0.11,35.2,12300,79.99
堡林2,Nov-18,11,7.7,9.6,7.9,8.4,10.3,9.608,0.255,5.1,14.7,442,82050,9.307,6.539,1.513,0.168,0.138,33.4,29550,3.01
堡林2,Dec-18,12,7.6,8.2,7.2,9.1,12.9,11.538,0.344,5,9.4,449,248500,10.14,5.954,1.876,0.268,0.229,37.7,156925,30.54
堡林2,Jan-19,1,7.3,12.4,6,8.1,9.7,9.384,0.122,5,8.6,474,15750,9.228,6.281,1.984,0.05,0.026,40.5,2750,39.2
堡林2,Feb-19,2,7.3,11.8,7.7,11.3,19.2,11.656,0.142,5.6,8.8,458,23333,11.348,8.402,1.516,0.045,0.01,60.3,2000,24.71
堡林2,Mar-19,3,7.6,10.8,10,12.7,19.7,10.815,0.164,6.2,12.9,385,60500,10.536,7.551,1.423,0.067,0.031,60.5,13575,113.55
堡林2,Apr-19,4,7.5,9.5,8.8,11.7,17.1,9.274,0.172,5.8,15.6,398,99200,8.557,6.071,1.17,0.094,0.04,26.5,17900,126.33
堡林2,May-19,5,7.5,9,8.2,10.4,15,7.874,0.114,5.5,19.9,379,46025,7.31,5.367,0.985,0.064,0.04,12.6,7250,85.52
堡林2,Jun-19,6,7.6,8.9,8.9,11.4,13.1,6.385,0.112,6.1,24.1,335,24900,6.139,3.942,0.757,0.078,0.046,17.8,5950,212.38
堡林2,Jul-19,7,7.4,8.1,7.8,10.6,15.4,5.356,0.194,6.1,25.6,272,106750,5.213,2.642,0.867,0.152,0.128,19.4,29400,93.1
堡林2,Aug-19,8,7.6,8,7.6,9.6,22.7,6.017,0.194,6.6,27.5,315,204700,5.744,3.341,0.954,0.136,0.111,26.4,61250,382.73
堡林2,Sep-19,9,7.4,9.2,5.7,7.4,10.1,5.499,0.13,4.1,24.3,280,45850,5.348,2.948,1.223,0.101,0.073,11.2,25050,125.67
堡林2,Oct-19,10,7.4,11.4,5,6.8,12.1,5.346,0.071,3.5,19.6,292,12950,5.056,2.249,2.118,0.05,0.03,19.3,3600,128.67
堡林2,Nov-19,11,7.4,9.8,9.8,12,19.6,9.085,0.266,5.3,15.4,398,247050,8.761,5.656,1.918,0.181,0.167,30.2,142775,46.06
堡林2,Dec-19,12,7.7,13.8,8.6,11.5,23.3,7.204,0.148,5.3,10,414,110750,6.728,3.474,2.39,0.028,0.005,112.1,30925,32.72
