site,yyyymm,MONTH,pH,DO,BOD,COD,SS,T.N,T.P,TOC,Temp,EC,TC,DTN,NH3.N,NO3.N,DTP,PO4.P,Chl.a,FC,Rain
죽산,May-17,5,7.4,9.4,3.5,10.4,7.1,4.829,0.07,7.5,20.7,379,93,4.746,1.515,2.08,0.039,0.02,20.2,1,111.87
죽산,Jun-17,6,7.4,8.3,5.9,14.8,12.9,3.992,0.079,10.4,24.2,374,6,3.686,1.02,1.777,0.035,0.007,34,1,122.81
죽산,Jul-17,7,6.7,5.5,3.1,8.9,11.6,3.294,0.145,7,27.1,251,386,3.188,1.163,1.576,0.1,0.079,14.4,143,277.39
죽산,Aug-17,8,7,7.3,4.3,10.2,16.3,2.368,0.134,7.6,27.8,203,23002,2.212,0.517,1.203,0.082,0.065,21,1197,70.98
죽산,Sep-17,9,7.4,10.3,4.9,10.1,19.9,2.228,0.147,6.4,23.9,189,8403,1.984,0.12,1.342,0.062,0.046,50,219,244.67
죽산,Oct-17,10,7.2,8.7,3.8,7.3,13.7,3.108,0.081,5.6,18.9,283,315,2.997,0.677,1.814,0.045,0.015,35.1,35,211.61
죽산,Nov-17,11,7.5,10,3.6,8.3,14.4,4.797,0.093,6.5,11.8,405,155,4.55,1.147,2.733,0.048,0.019,16.5,17,43.56
죽산,Dec-17,12,7.6,13.1,4.1,8.4,11.4,6.218,0.077,6.3,5.4,531,108,5.983,1.854,3.081,0.027,0.01,27.6,26,46.98
죽산,Jan-18,1,8.1,15.1,6.5,11.8,19.2,6.771,0.137,9,4.3,490,292,6.323,2.66,2.815,0.037,0.021,102.7,9,11.78
죽산,Feb-18,2,8.5,15,5.5,10.3,12.4,7.686,0.111,7.7,4.2,489,41,7.428,4.539,2.445,0.044,0.015,48.3,6,39.45
죽산,Mar-18,3,7.6,9.9,5,9.8,27.3,6.632,0.152,7.3,11,409,5000,6.493,3.478,2.175,0.085,0.038,24.7,634,6.95
죽산,Apr-18,4,8.2,10.6,4.8,8.6,18.6,4.52,0.1,6.3,16.4,282,930,4.118,1.629,2.177,0.034,0.023,53.3,166,8.35
죽산,May-18,5,7.7,7.6,5.2,9.6,18,3.909,0.104,7,20.8,297,905,3.739,1.546,1.45,0.047,0.026,59.7,173,31.2
죽산,Jun-18,6,7.9,5.1,4,11.8,10.4,3.897,0.085,8.6,25.4,339,9,3.78,1.318,1.337,0.053,0.023,26.2,4,91.8
죽산,Jul-18,7,8.3,7,5.3,10.9,22.9,2.975,0.125,7.7,28.4,264,5810,2.847,0.515,1.35,0.085,0.066,41.9,1262,181.31
죽산,Aug-18,8,7.7,6.1,3.9,12,29.9,2.8,0.188,8.3,28.9,275,15050,2.754,0.991,1.147,0.121,0.082,30.3,1983,269.74
죽산,Sep-18,9,7.5,8,4.6,9.8,14,2.537,0.101,6.6,23.6,219,3220,2.478,0.256,1.515,0.058,0.046,51.7,368,114.74
죽산,Oct-18,10,8.2,11.2,3.8,7.7,21,2.975,0.116,6.8,18.3,258,1996,2.917,0.206,2.129,0.041,0.034,53.9,494,66.5
죽산,Nov-18,11,8.1,12.8,5.5,10.8,32.3,4.056,0.176,8.6,12.2,357,5275,3.699,0.88,2.497,0.036,0.028,82.9,688,1.95
죽산,Dec-18,12,8.4,14.9,5,11.6,26,5.522,0.176,8.9,7,419,3490,5.255,1.429,3.137,0.037,0.028,92,300,28.24
죽산,Jan-19,1,8.5,16,5.3,11.1,25.2,7.198,0.145,8.9,4.8,448,218,6.743,1.775,4.243,0.041,0.013,93.6,21,39.56
죽산,Feb-19,2,8.8,16.1,7.1,15.4,31.2,6.292,0.197,11.5,6.3,405,1005,5.885,2.299,2.874,0.047,0.014,134.2,19,23.82
죽산,Mar-19,3,8.7,13.3,6.8,14.2,24,6.492,0.192,9.2,11,404,1605,6.119,2.755,2.517,0.07,0.013,90.4,142,121.73
죽산,Apr-19,4,8.4,8.8,4.5,9.7,9,4.441,0.156,7.1,14.3,341,195,4.348,2.08,1.76,0.077,0.029,46.4,26,125.89
죽산,May-19,5,7.4,7,4.2,10,13.3,3.878,0.149,7.2,20.4,314,272,3.792,2.154,1.354,0.077,0.044,36,148,84.73
죽산,Jun-19,6,8,8,6.3,13.3,19.9,2.811,0.132,9.1,23.8,271,188,2.732,1.181,1.333,0.046,0.017,59,24,218.99
죽산,Jul-19,7,7.8,6.2,3.8,9.4,21.1,2.46,0.118,8.5,24.9,178,6486,2.353,0.421,1.456,0.058,0.053,25.5,1867,84.34
죽산,Aug-19,8,7.9,7.9,3.7,9.7,23.7,2.128,0.142,8.7,28.8,206,7725,2.001,0.347,1.355,0.076,0.065,53.7,2165,368.08
죽산,Sep-19,9,7.7,8.3,3.8,7.2,13.8,2.608,0.137,4.9,24.1,198,8040,2.441,0.339,1.604,0.078,0.07,30.2,1970,134.11
죽산,Oct-19,10,8.3,11,3.5,6.2,8.9,3.111,0.068,4.6,19.6,240,3726,2.998,0.181,2.336,0.037,0.024,34.1,550,141.61
죽산,Nov-19,11,8.2,11.6,4.9,8.3,14.5,4.537,0.062,7.5,14.6,362,318,4.326,0.597,2.877,0.037,0.023,58.3,58,44.62
죽산,Dec-19,12,7.7,10.4,3.6,7.4,5.1,5.832,0.088,6.3,7.9,426,1615,5.653,1.843,3.176,0.065,0.049,20.6,482,33.4
영산포-1,Jan-15,1,7.4,14.3,4,5.7,15.9,5.134,0.099,4.3,4.5,383,53,5.026,1.457,2.981,0.034,0.017,51.4,40,12.72
영산포-1,Feb-15,2,7.3,13.9,4.6,6.6,14.3,5.714,0.096,4.8,4.4,356,237,5.406,1.809,3.011,0.021,0.007,73.4,2,11.25
영산포-1,Mar-15,3,7.7,13.2,5.6,8.3,20.5,6.029,0.103,5.8,9.1,377,42,5.669,2.214,2.65,0.03,0.006,87.5,8,98.24
영산포-1,Apr-15,4,7.5,8.9,5.5,7.5,16.6,4.748,0.11,5.6,15.1,319,700,4.515,1.872,1.744,0.051,0.03,42.1,55,65.78
영산포-1,May-15,5,7.2,8.1,3.6,6.5,21.2,3.242,0.109,5,20.4,233,187,3.068,0.854,1.45,0.046,0.03,24.9,24,24.87
영산포-1,Jun-15,6,7,6.7,5.5,8.2,25.6,3.725,0.103,6.7,24.1,278,48,3.616,1.261,1.36,0.037,0.016,44.6,16,24.22
영산포-1,Jul-15,7,7.4,6.9,3.9,7.5,21.9,2.928,0.139,5.4,25.8,201,640,2.738,0.497,1.415,0.058,0.044,31.4,12,42.91
영산포-1,Aug-15,8,7.3,5.3,4.2,8.2,21.6,3.431,0.19,5.8,27.7,285,1060,3.207,0.729,1.054,0.104,0.068,28.5,680,115.96
영산포-1,Sep-15,9,7.3,7.1,3.5,6.7,16.7,2.514,0.135,4.9,25,214,540,2.329,0.347,1.131,0.055,0.034,25.3,73,43.94
영산포-1,Oct-15,10,7.3,8.5,4,6.5,17.6,2.841,0.117,5.1,19.7,217,480,2.707,0.409,1.379,0.051,0.031,38.9,70,23.03
영산포-1,Nov-15,11,7,8.8,4.3,6.5,13.1,3.945,0.098,5.2,15.4,347,95,3.791,0.673,1.895,0.043,0.016,32.3,2,95.57
영산포-1,Dec-15,12,6.8,9.5,2.9,5.5,9.5,4.364,0.129,2.8,9.6,313,460,4.287,0.861,2.484,0.078,0.062,18.1,70,63.28
영산포-1,Jan-16,1,8.4,14.5,4.7,8.1,15.9,5.226,0.104,7.5,3.6,369,60,4.933,0.3,4.193,0.03,0.007,133,4,44.95
영산포-1,Feb-16,2,7.3,14.2,4.1,6.5,15,5.067,0.139,5.6,5.3,358,940,4.911,1.062,3.186,0.06,0.041,51.6,100,24.56
영산포-1,Mar-16,3,7.5,13.3,5,7.7,19.6,4.042,0.118,5.8,10.3,273,6000,3.828,0.678,2.562,0.041,0.019,53.1,540,35.73
영산포-1,Apr-16,4,7.2,9.5,4.5,6.3,12.8,3.852,0.096,5.4,16.4,294,40,3.765,0.735,2.619,0.058,0.024,27.8,1,150.69
영산포-1,May-16,5,7.3,9.3,4.1,6.5,22,2.573,0.097,5.5,19.9,202,3900,2.4,0.259,1.71,0.058,0.026,41.9,750,59.36
영산포-1,Jun-16,6,7.1,6.7,4.9,8.6,22.8,3.751,0.135,7.3,24.4,289,200,3.458,0.985,1.567,0.056,0.035,49.2,14,104.09
영산포-1,Jul-16,7,6.9,6.9,3,6.9,20.9,2.459,0.138,5.6,26.6,185,15000,2.342,0.323,1.433,0.079,0.067,28.7,2400,162.57
영산포-1,Aug-16,8,7.2,5.6,5.1,11.3,23.2,2.578,0.181,7.9,29.5,280,100,2.254,0.576,0.989,0.097,0.074,46.5,30,125.92
영산포-1,Sep-16,9,6.9,7.3,3.2,7.3,11.6,2.502,0.135,5.5,23.7,190,540,2.437,0.444,1.599,0.089,0.073,20.7,95,71.35
영산포-1,Oct-16,10,7.1,8.4,3.3,6.4,27.5,3.037,0.196,4.8,19.8,182,9000,2.517,0.502,1.553,0.117,0.102,15.8,600,88.43
영산포-1,Nov-16,11,7.4,10,3.4,5.8,11.6,4.027,0.102,4.7,13.2,302,700,3.897,0.538,2.606,0.056,0.034,23.9,90,116.34
영산포-1,Dec-16,12,7,11.2,3.4,6.1,7.7,4.594,0.091,5,8.1,350,200,4.44,0.843,2.964,0.046,0.029,38,20,62.92
영산포-1,Jan-17,1,7.3,13.1,3.4,6.7,6.9,4.325,0.094,5,5.4,332,65,4.135,0.724,2.804,0.041,0.016,42.5,20,60.69
영산포-1,Feb-17,2,8,13.9,6.5,11.5,23.6,5.665,0.111,7.6,5,403,60,5.032,0.809,3.73,0.024,0.008,132.1,1,43.47
영산포-1,Mar-17,3,7.7,11.7,5,8.9,12,5.857,0.085,6.6,9.2,398,40,5.556,1.943,2.891,0.035,0.017,35.6,1,55.09
영산포-1,Apr-17,4,7.2,10.9,6,9.8,11,5.697,0.134,7.9,15.6,359,120,5.092,2.073,2.318,0.089,0.057,80.9,5,187.58
영산포-1,May-17,5,7.5,10.5,4.3,10.1,12.1,4.327,0.066,7.5,21.2,373,110,4.262,1.112,2.041,0.032,0.012,24,22,110.17
영산포-1,Jun-17,6,7.4,6.8,5.2,14.2,20.1,3.892,0.092,10.2,24,386,300,3.677,1.182,1.702,0.032,0.005,56.1,100,122.55
영산포-1,Jul-17,7,7,5.2,4.3,8.8,17.1,3.168,0.135,7.3,27.3,252,600,3.073,1.111,1.556,0.088,0.064,20.8,100,282.17
영산포-1,Aug-17,8,7.3,6.7,4.4,8.6,22.8,3.01,0.159,6.3,27.5,220,1000,2.787,0.914,1.358,0.081,0.07,32.5,50,58.68
영산포-1,Sep-17,9,6.9,7.6,3.6,7.7,12.8,2.183,0.1,5.8,24,180,100,2.089,0.176,1.401,0.066,0.052,40.4,50,231.59
영산포-1,Oct-17,10,7.4,8.8,3.5,7.1,11.8,2.886,0.078,5.4,18.8,272,300,2.812,0.545,1.755,0.045,0.019,32,30,211.69
영산포-1,Nov-17,11,7.7,10.5,3.3,7.5,12.5,4.581,0.073,5.9,11.7,397,100,4.472,0.998,2.72,0.03,0.008,26.1,1,42.55
영산포-1,Dec-17,12,8.1,10.9,2.6,7.2,7.8,5.655,0.071,5.7,6,496,36,5.602,1.297,3.172,0.044,0.011,17.7,3,45.27
영산포-1,Jan-18,1,8.3,14.6,7.2,13,20.3,6.551,0.159,9.7,4.1,489,110,5.961,2.274,2.87,0.051,0.017,155.4,7,12.51
영산포-1,Feb-18,2,8.5,14.9,5.7,10.4,13.6,7.818,0.12,8.2,4.4,483,25,7.309,4.195,2.524,0.046,0.02,68.2,1,38.36
영산포-1,Mar-18,3,7.6,9.1,4,7.9,8.6,7.502,0.118,6.6,10.3,415,800,7.154,4.24,2.128,0.059,0.019,24.3,100,6.07
영산포-1,Apr-18,4,7.6,9,4.4,8.2,19.2,4.374,0.1,6.1,15.4,274,130,4.153,1.529,2.107,0.039,0.021,56.5,10,7.91
영산포-1,May-18,5,7.7,7.5,4.9,8.9,15.7,4.07,0.097,6.9,21.1,301,900,3.964,1.658,1.479,0.043,0.024,61.8,110,22.65
영산포-1,Jun-18,6,7.8,5,4.6,12.2,14.4,3.717,0.097,9.1,25.7,338,300,3.555,1.135,1.37,0.055,0.032,44.2,2,37.09
영산포-1,Jul-18,7,8,5.9,4.9,9.4,19,3.009,0.116,6.7,27.5,233,4000,2.907,0.459,1.796,0.076,0.043,41.3,1900,184.63
영산포-1,Aug-18,8,7.9,6.1,4.5,12.4,16.4,2.745,0.154,8.9,30.5,304,400,2.631,0.804,1.176,0.114,0.07,48.2,5,246.91
영산포-1,Sep-18,9,7.3,7.5,4.2,7.4,18.7,2.585,0.095,5.8,24.3,194,1900,2.539,0.251,1.525,0.07,0.049,35.8,200,109.02
영산포-1,Oct-18,10,8,9.9,3.7,7.6,16.7,2.898,0.128,6.9,18.4,253,130,2.778,0.219,2.122,0.044,0.03,54.6,10,77.04
영산포-1,Nov-18,11,8.2,12.3,5.1,9.7,18,4.147,0.136,8.1,12.5,351,840,3.99,0.95,2.465,0.04,0.033,112.2,160,1.84
영산포-1,Dec-18,12,8.8,14.8,5.1,10.6,23.1,4.971,0.159,9.1,7.2,404,2000,4.633,1.212,2.857,0.043,0.032,111.1,340,34.69
영산포-1,Jan-19,1,8.5,16.3,5.2,10.9,20.9,7.118,0.13,9.6,5,455,140,6.948,1.624,4.116,0.046,0.021,117.5,20,45.87
영산포-1,Feb-19,2,8.9,16.6,6.2,13.4,18.6,6.277,0.157,10.4,5.4,407,300,6.078,2.434,2.854,0.05,0.014,136.5,10,28.37
영산포-1,Mar-19,3,8.2,9.3,5.3,10.6,15.5,6.171,0.127,8.2,10.9,410,500,6.143,2.785,2.524,0.075,0.024,58.1,2,129.39
영산포-1,Apr-19,4,8.7,10.1,4.4,9.3,17.9,4.295,0.16,8.3,14.4,327,40,4.06,1.758,1.824,0.079,0.022,66.4,3,142.72
영산포-1,May-19,5,7.4,6,3.7,8.5,13.9,4.093,0.151,6.5,19.7,330,2,4,2.031,1.515,0.076,0.05,31.2,1,86.84
영산포-1,Jun-19,6,8.2,7.8,4.6,11.1,20.7,2.939,0.112,8.8,24.2,268,65,2.778,0.995,1.607,0.044,0.018,51.7,12,200.15
영산포-1,Jul-19,7,7.9,9.5,3.7,8.9,16.8,2.494,0.116,8.1,26,181,3400,2.354,0.38,1.354,0.061,0.05,30.8,1200,78.28
영산포-1,Aug-19,8,7.8,7.5,3.4,8.5,15.7,2.069,0.113,8.1,28.8,205,540,1.942,0.499,1.234,0.068,0.061,45.8,2,341.52
영산포-1,Sep-19,9,7.6,7.8,3.2,7.1,11.4,2.399,0.12,5,23.8,175,160,2.251,0.176,1.629,0.088,0.082,23.3,47,137.69
영산포-1,Oct-19,10,7.8,9.6,2.6,5.2,11.9,3.255,0.075,4,19.7,249,1800,3.106,0.206,2.276,0.042,0.023,28.8,510,130.06
영산포-1,Nov-19,11,8.2,10.7,4.7,7.9,16.5,4.056,0.051,7.1,14.4,354,290,3.891,0.362,2.907,0.031,0.017,49.3,18,48.64
영산포-1,Dec-19,12,7.8,10.9,3.6,7.3,5.7,5.492,0.091,5.8,8.7,414,3700,5.378,1.965,3.004,0.08,0.058,21.1,280,34.57
함평,Jan-15,1,7.6,14.7,3.9,5.6,15.1,4.808,0.085,4.2,4.5,373,67,4.622,1.085,3.006,0.026,0.013,55,20,12.72
함평,Feb-15,2,8.1,13.9,4.5,6.9,17,5.078,0.081,4.5,4.1,345,80,4.809,1.292,3.062,0.019,0.004,80.5,2,11.25
함평,Mar-15,3,8.2,13.4,5.5,8.4,19.5,5.719,0.096,5.8,9,361,133,5.368,1.868,2.73,0.03,0.008,76.4,10,98.24
함평,Apr-15,4,7.7,9.7,5.3,7.6,17.8,4.621,0.103,5.6,15.5,314,1320,4.271,1.609,1.775,0.038,0.02,54.6,195,65.78
함평,May-15,5,7.2,8.5,4.2,6.5,20,3.145,0.1,5.1,20.2,237,193,3.021,0.795,1.503,0.042,0.027,22.2,93,24.87
함평,Jun-15,6,7.2,6.8,4.5,7.9,19.6,3.573,0.085,6.7,24.1,279,65,3.413,1.104,1.336,0.032,0.012,35.9,26,24.22
함평,Jul-15,7,7.3,6.8,4,7.3,19.2,2.907,0.129,5.5,25.9,201,300,2.719,0.451,1.526,0.054,0.04,31.1,4,42.91
함평,Aug-15,8,7.3,4.6,5,7.8,19.4,2.893,0.183,6,27.7,274,4800,2.759,0.514,0.902,0.082,0.054,36,1540,115.96
함평,Sep-15,9,7.5,6.8,3.6,6.7,18.3,2.433,0.121,4.9,25,219,1080,2.182,0.261,1.047,0.041,0.02,24.9,205,43.94
함평,Oct-15,10,7.1,7.7,4.4,6.2,19.9,2.975,0.11,5.1,19.7,226,560,2.807,0.498,1.527,0.043,0.025,18,52,23.03
함평,Nov-15,11,7.1,8.5,4.1,6.2,14.6,3.721,0.1,5.2,15.5,330,400,3.564,0.587,1.857,0.041,0.018,26,16,95.57
함평,Dec-15,12,6.9,9.5,3.4,5.3,9.8,4.374,0.116,2.8,9.6,309,180,4.328,0.838,2.436,0.071,0.051,15.6,66,63.28
함평,Jan-16,1,8.5,14.8,4.9,7.6,15.2,4.621,0.088,7,3.5,351,45,4.239,0.154,3.873,0.018,0.007,118.9,48,44.95
함평,Feb-16,2,7.3,14.4,4.1,7,19.2,5.102,0.129,6,5.3,353,470,4.856,0.937,3.488,0.044,0.033,58.6,210,24.56
함평,Mar-16,3,7.7,13.4,5.1,7.5,19.2,3.945,0.109,5.9,10.1,265,1300,3.575,0.566,2.549,0.035,0.012,45.7,200,35.73
함평,Apr-16,4,7.2,9.9,3.9,6.4,14,3.519,0.099,5.4,16.4,272,60,3.342,0.499,2.454,0.05,0.02,23.7,1,150.69
함평,May-16,5,7.3,8.4,4,6.7,23.7,2.858,0.116,5.5,19.7,213,18300,2.621,0.248,1.843,0.065,0.038,39.7,3900,59.36
함평,Jun-16,6,7.3,6.9,4.6,8.1,22.4,3.481,0.123,7.3,24.2,281,100,3.091,0.745,1.467,0.045,0.028,41.4,12,104.09
함평,Jul-16,7,7,6.9,2.9,7.2,27.9,2.324,0.15,5.8,26.3,178,16000,2.173,0.239,1.421,0.08,0.066,26.4,2200,162.57
함평,Aug-16,8,7.3,5.4,3.7,8.9,21.3,2.126,0.141,7.2,29.6,268,300,1.945,0.243,0.821,0.087,0.059,29.1,40,125.92
함평,Sep-16,9,7,6.9,3.5,7.4,13.5,2.447,0.134,5.7,23.8,191,1500,2.36,0.331,1.519,0.084,0.069,24.7,30,71.35
함평,Oct-16,10,7.1,8.2,3.4,8.1,34.1,3.149,0.275,5.5,19.7,185,8000,2.878,0.355,1.882,0.168,0.155,15.8,1000,88.43
함평,Nov-16,11,7.3,9.8,3,5.5,14.5,3.727,0.111,4.4,12.9,285,400,3.53,0.404,2.412,0.058,0.039,20.1,120,116.34
함평,Dec-16,12,7.4,11.6,3.5,6,9.6,4.374,0.08,5.1,8,349,100,4.166,0.573,3.065,0.034,0.017,37.2,10,62.92
함평,Jan-17,1,7.3,12.4,2.9,6.8,9,4.429,0.097,5,5.4,346,70,4.299,0.746,2.91,0.047,0.027,45.8,2,60.69
함평,Feb-17,2,8.3,13.5,6.5,11,22.4,5.129,0.102,7.4,4.9,385,90,4.534,0.457,3.594,0.024,0.008,128.5,1,43.47
함평,Mar-17,3,7.7,11.2,3.9,7.9,12,5.711,0.068,6.2,8.5,407,20,5.555,1.773,2.966,0.033,0.015,18.4,1,55.09
함평,Apr-17,4,7.4,12.1,5.6,9.4,10.2,5.336,0.078,7.3,15.6,362,80,4.922,1.643,2.462,0.039,0.01,54.7,1,187.58
함평,May-17,5,7.5,9.5,3.3,8.9,10.8,3.728,0.059,7,21.1,356,80,3.58,0.79,1.826,0.029,0.011,16.1,4,110.17
함평,Jun-17,6,7.2,7.7,3.9,12.5,26.7,3.847,0.096,8.9,23.9,373,300,3.534,0.97,1.729,0.041,0.011,32.3,4,122.55
함평,Jul-17,7,6.8,5.1,4,9.5,29.6,3.315,0.13,7.3,27.4,273,400,3.231,1.039,1.788,0.077,0.057,15.7,200,282.17
함평,Aug-17,8,7,5.6,3.8,7.9,22.2,3.117,0.148,6.2,27.6,234,100,3.057,0.99,1.415,0.081,0.072,20.8,50,58.68
함평,Sep-17,9,6.8,7.4,2.9,6.9,14.8,2.144,0.101,5.2,23.8,167,400,2.06,0.152,1.385,0.066,0.055,28.4,50,231.59
함평,Oct-17,10,7.2,8.3,3.5,6.4,15.1,2.717,0.085,5.1,18.7,263,200,2.677,0.491,1.635,0.046,0.026,23.8,50,211.69
함평,Nov-17,11,7.5,11.2,3.3,7.2,13.7,4.118,0.059,5.7,11.8,369,50,3.988,0.689,2.524,0.025,0.01,33.1,2,42.55
함평,Dec-17,12,7.9,11.4,2.6,6.7,9.5,5.091,0.067,5.5,6.3,471,12,5.072,1.067,3.135,0.037,0.012,17.5,1,45.27
함평,Jan-18,1,8.2,13,5.7,11.1,15.3,6.747,0.119,8.4,3.8,474,44,6.38,2.313,3.274,0.049,0.013,105.6,2,12.51
함평,Feb-18,2,8.6,14.9,5.2,10,12.9,6.701,0.107,7.7,3.8,465,5,6.278,2.794,2.761,0.04,0.015,57.6,2,38.36
함평,Mar-18,3,7.5,9.2,3,7.9,9.7,7.046,0.102,6.2,10.1,401,800,6.914,3.458,2.403,0.056,0.019,17.5,200,6.07
함평,Apr-18,4,7.7,8.6,3.9,7.9,17.9,4.435,0.098,5.9,15.4,271,30,4.278,1.593,1.821,0.042,0.025,32.8,10,7.91
함평,May-18,5,7.6,7,3.6,8.2,14.9,3.502,0.081,6.3,21.1,280,300,3.416,1.051,1.602,0.041,0.022,31.4,30,22.65
함평,Jun-18,6,7.9,6.2,4.3,11.9,15.9,3.163,0.085,9,25.4,323,100,3.025,0.776,1.199,0.043,0.021,32.5,1,37.09
함평,Jul-18,7,8.4,8.2,4.7,10.5,27.2,2.531,0.118,7.1,28,214,20000,2.087,0.235,1.232,0.064,0.035,37.8,1100,184.63
함평,Aug-18,8,8.4,7.7,5.2,14.5,26.7,2.4,0.168,9.7,30.8,344,100,2.148,0.503,0.883,0.09,0.056,40.4,30,246.91
함평,Sep-18,9,7.2,7.1,3.6,7.4,20.4,2.591,0.108,5.2,24.2,183,400,2.52,0.21,1.563,0.074,0.048,27.6,190,109.02
함평,Oct-18,10,7.7,8.6,3,7.3,17.7,2.558,0.109,6.3,18.4,229,300,2.49,0.187,1.875,0.048,0.03,22.1,33,77.04
함평,Nov-18,11,7.9,9.4,3.6,7.5,11.5,3.592,0.099,6.9,12.7,332,400,3.531,1.02,2.158,0.044,0.037,30.5,12,1.84
함평,Dec-18,12,8.6,14.1,4.2,10.1,13.1,4.371,0.092,8.1,7.8,392,4000,4.354,1.18,2.743,0.041,0.028,67.6,150,34.69
함평,Jan-19,1,8.5,15.9,4.7,10.1,17.4,6.836,0.103,8.6,4.4,439,40,6.345,1.333,4.063,0.035,0.013,100.7,20,45.87
함평,Feb-19,2,8.9,15.9,6.1,13.1,18.2,6.029,0.132,9.7,5.1,411,220,5.885,1.965,2.964,0.048,0.012,104.4,10,28.37
함평,Mar-19,3,8,8.3,3.9,8.3,11,5.893,0.108,6.9,10.2,399,100,5.833,2.536,2.356,0.067,0.027,35.8,1,129.39
함평,Apr-19,4,8.6,11.1,4.4,9.2,11.8,4.814,0.152,8.1,14.2,350,80,4.656,1.938,2.013,0.075,0.022,59.4,5,142.72
함평,May-19,5,7.5,7.2,4,8.6,13.5,3.708,0.134,6.5,19.4,327,8,3.622,1.632,1.73,0.065,0.033,32.2,1,86.84
함평,Jun-19,6,8.2,6.1,4.7,11.2,19.1,2.979,0.117,8.1,23.8,275,55,2.827,1.019,1.594,0.045,0.023,40.9,20,200.15
함평,Jul-19,7,7.9,8.8,3.8,9.6,18.4,2.641,0.121,8.8,26.5,191,2900,2.491,0.297,1.689,0.062,0.05,27.7,1300,78.28
함평,Aug-19,8,7.9,7.9,3.8,8.6,16,1.999,0.119,8,28.3,194,98,1.879,0.305,1.229,0.071,0.058,36.1,1,341.52
함평,Sep-19,9,7.3,6.8,2.8,6.9,17.7,2.511,0.128,5.1,23.4,173,330,2.402,0.243,1.674,0.093,0.086,14.1,97,137.69
함평,Oct-19,10,7.7,8.6,2.4,5.3,11.2,3.072,0.082,3.8,19.8,230,2100,3.032,0.173,2.325,0.052,0.034,12,410,130.06
함평,Nov-19,11,8.1,10.4,3.5,7,12.3,3.692,0.047,6.3,14.4,337,450,3.578,0.259,2.738,0.028,0.017,34.8,10,48.64
함평,Dec-19,12,7.8,11.5,3.6,7.1,7.4,5.379,0.055,6,8.5,409,2000,5.236,1.75,3.046,0.042,0.025,23.8,520,34.57
무안1,Jan-15,1,8,18.6,3.4,6.6,15.6,4.894,0.055,2.9,4.8,378,150,4.736,0.877,3.11,0.015,0.005,51.9,18,13.99
무안1,Feb-15,2,8.1,14.5,4.9,8.2,21,4.658,0.063,4,5.1,361,88,4.493,0.957,2.651,0.018,0.007,101.3,6,17.87
무안1,Mar-15,3,8.3,11.8,5.1,8.3,21.1,5.189,0.06,3.8,9.2,373,124,4.913,1.377,2.701,0.029,0.007,67.7,9,89.84
무안1,Apr-15,4,8.3,11,5.3,8.4,13,4.755,0.065,4.8,15.7,334,128,4.593,1.521,2.137,0.032,0.012,57.6,17,70.82
무안1,May-15,5,7.8,8.5,3.9,8.1,10.8,3.741,0.061,4.4,20.7,290,3243,3.521,1.051,1.622,0.041,0.022,23.4,12,25.47
무안1,Jun-15,6,8.3,9.5,3.8,10.4,12.5,2.923,0.044,5.1,24.9,326,290,2.884,0.564,1.282,0.027,0.007,29.3,3,20.96
무안1,Jul-15,7,7.7,6.8,4.2,8.2,16.1,3.259,0.094,5.3,25.1,234,1245,3.097,0.786,1.521,0.06,0.053,22,42,40.39
무안1,Aug-15,8,7.8,6.5,4.3,8,20.6,2.157,0.092,4.1,28.4,232,280,2.083,0.176,1.098,0.059,0.043,34.2,30,109.92
무안1,Sep-15,9,7.7,7.2,3.1,7.6,15,2.087,0.054,3.9,25.3,229,32,2.031,0.091,1.38,0.027,0.019,21.7,13,39.51
무안1,Oct-15,10,7.9,8.5,3.9,8.1,22.2,2.753,0.053,3.8,20.1,245,125,2.642,0.322,1.737,0.029,0.014,35.1,24,30.02
무안1,Nov-15,11,7.6,9.6,4.2,7.8,22.7,3.07,0.064,3.6,14.8,299,128,2.957,0.433,2.217,0.031,0.02,30.2,47,91.45
무안1,Dec-15,12,7.3,11.6,3,6.7,12.8,4.263,0.091,3.5,7.9,353,308,4.198,0.761,3.399,0.068,0.062,17.6,93,78.69
무안1,Jan-16,1,8.7,15.7,4.9,8.1,17.6,3.671,0.041,3.2,5.1,336,9,3.584,0.087,2.931,0.012,0.005,85.6,2,37.9
무안1,Feb-16,2,8.4,14.9,5.2,9.8,29.7,4.546,0.065,3.7,5.1,380,239,4.44,0.527,3.186,0.024,0.014,98.2,75,25.83
무안1,Mar-16,3,8.1,11.6,3.8,8.2,18.1,4.231,0.065,3.5,10.5,297,162,4.098,0.769,2.571,0.024,0.011,59.8,46,34.55
무안1,Apr-16,4,8,10.9,3.7,7,8.1,3.912,0.067,3.9,16.5,261,51,3.752,0.569,2.256,0.037,0.017,20.2,21,163.67
무안1,May-16,5,8,9.7,2.9,7.4,12,2.829,0.069,3.9,20.7,214,50,2.602,0.183,1.876,0.037,0.02,44.9,18,86.18
무안1,Jun-16,6,7.9,8.6,4.6,9.6,18.2,2.945,0.073,4.9,24.9,275,75,2.798,0.481,1.352,0.035,0.017,49.4,37,120.74
무안1,Jul-16,7,8.1,10.9,3.6,8.6,22.8,2.44,0.105,4.1,27.7,215,133,2.162,0.144,1.272,0.073,0.064,39.2,85,176.39
