p H,DO,EC,WT,BOD,COD,TOC,Chla,SS,TN, T P,NH3N,PO4P,Flow,logTC,logFC
7.2 ,10.6 ,298 ,11.3 ,0.9 ,4.9 ,3.1 ,3.3 ,5.0 ,2.217 ,0.046 ,0.118 ,0.030 ,3.819 ,2.7160 ,2.5185 
7.8 ,11.0 ,256 ,8.0 ,0.9 ,4.3 ,2.7 ,2.2 ,3.7 ,2.323 ,0.045 ,0.161 ,0.033 ,3.351 ,2.9031 ,2.0792 
7.1 ,11.8 ,272 ,6.2 ,1.2 ,3.8 ,2.0 ,1.9 ,3.0 ,2.567 ,0.043 ,0.062 ,0.025 ,4.954 ,3.1139 ,2.0414 
7.6 ,12.7 ,306 ,5.0 ,1.1 ,4.1 ,2.3 ,2.6 ,2.6 ,2.800 ,0.038 ,0.037 ,0.018 ,4.059 ,3.6628 ,2.5119 
7.8 ,14.0 ,338 ,7.4 ,2.6 ,7.0 ,4.5 ,4.0 ,7.9 ,3.485 ,0.070 ,0.663 ,0.047 ,9.722 ,4.0000 ,3.0569 
6.7 ,14.1 ,238 ,0.6 ,1.1 ,5.5 ,1.3 ,2.5 ,4.5 ,2.888 ,0.060 ,0.269 ,0.037 ,5.268 ,2.9823 ,2.0792 
7.4 ,13.7 ,345 ,1.2 ,1.0 ,4.3 ,3.7 ,2.7 ,5.3 ,3.781 ,0.051 ,0.128 ,0.034 ,3.327 ,2.6021 ,1.8451 
7.4 ,13.9 ,306 ,0.9 ,2.8 ,4.8 ,3.1 ,3.9 ,4.1 ,3.531 ,0.067 ,0.390 ,0.035 ,3.582 ,2.3802 ,1.8633 
7.7 ,14.7 ,279 ,1.8 ,1.7 ,3.5 ,2.9 ,6.5 ,4.3 ,2.946 ,0.044 ,0.099 ,0.030 ,4.409 ,1.9294 ,1.6021 
7.7 ,14.0 ,308 ,4.8 ,1.9 ,4.6 ,3.4 ,10.8 ,3.8 ,2.919 ,0.067 ,0.248 ,0.044 ,6.456 ,3.6628 ,2.7482 
7.1 ,13.5 ,277 ,1.3 ,2.3 ,4.7 ,3.9 ,3.0 ,5.0 ,3.335 ,0.051 ,0.484 ,0.038 ,5.450 ,2.3424 ,1.5798 
7.5 ,12.5 ,246 ,4.7 ,1.8 ,5.4 ,3.7 ,3.8 ,5.2 ,2.336 ,0.055 ,0.237 ,0.043 ,15.883 ,3.6628 ,2.7559 
6.8 ,14.1 ,172 ,2.9 ,1.1 ,3.4 ,2.3 ,3.5 ,2.4 ,3.030 ,0.039 ,0.180 ,0.026 ,6.510 ,3.8921 ,2.5798 
6.9 ,12.2 ,220 ,4.5 ,1.2 ,3.3 ,2.7 ,8.7 ,4.0 ,2.885 ,0.079 ,0.162 ,0.031 ,5.157 ,2.8573 ,2.4914 
7.1 ,12.3 ,314 ,4.6 ,2.0 ,4.3 ,3.2 ,14.9 ,11.1 ,2.978 ,0.040 ,0.174 ,0.027 ,3.421 ,2.7853 ,2.5740 
7.7 ,10.1 ,409 ,8.1 ,2.8 ,7.5 ,5.8 ,27.3 ,7.4 ,2.765 ,0.071 ,0.101 ,0.021 ,2.278 ,2.4771 ,1.4472 
7.3 ,10.8 ,255 ,10.8 ,5.2 ,8.8 ,5.8 ,89.1 ,31.3 ,2.649 ,0.087 ,0.364 ,0.038 ,14.973 ,3.9345 ,2.9912 
6.7 ,12.3 ,207 ,11.6 ,3.5 ,7.1 ,4.9 ,20.2 ,31.9 ,2.572 ,0.113 ,0.341 ,0.077 ,21.949 ,4.0000 ,3.0645 
7.4 ,11.8 ,268 ,11.5 ,1.7 ,4.5 ,3.6 ,11.5 ,7.7 ,2.329 ,0.072 ,0.162 ,0.031 ,4.393 ,2.4150 ,0.7782 
7.4 ,13.4 ,169 ,11.3 ,3.3 ,6.0 ,3.7 ,35.7 ,6.7 ,2.188 ,0.048 ,0.036 ,0.010 ,3.438 ,2.0792 ,1.2041 
7.9 ,12.6 ,214 ,10.7 ,3.8 ,6.6 ,3.8 ,34.8 ,15.1 ,1.859 ,0.048 ,0.024 ,0.009 ,1.915 ,2.0792 ,1.4771 
7.8 ,9.8 ,487 ,17.8 ,4.8 ,8.8 ,6.5 ,56.9 ,8.8 ,2.431 ,0.075 ,0.234 ,0.008 ,1.920 ,3.3010 ,1.5315 
7.8 ,9.5 ,283 ,13.2 ,3.3 ,7.0 ,4.5 ,22.1 ,10.2 ,1.458 ,0.049 ,0.090 ,0.015 ,1.988 ,1.9294 ,1.3424 
8.1 ,11.7 ,286 ,16.6 ,4.4 ,8.1 ,5.0 ,44.9 ,20.5 ,2.143 ,0.081 ,0.224 ,0.038 ,6.603 ,3.6990 ,2.5315 
7.6 ,9.5 ,193 ,19.1 ,3.0 ,6.7 ,4.2 ,18.7 ,11.6 ,0.986 ,0.034 ,0.986 ,0.007 ,2.790 ,2.4314 ,1.7160 
7.7 ,9.3 ,522 ,21.7 ,2.4 ,6.8 ,5.3 ,7.7 ,7.4 ,1.654 ,0.066 ,0.348 ,0.047 ,2.218 ,2.3160 ,1.7160 
7.4 ,8.2 ,315 ,19.9 ,4.0 ,6.9 ,5.6 ,18.2 ,18.7 ,1.759 ,0.075 ,0.415 ,0.059 ,4.928 ,3.3802 ,2.4624 
6.9 ,7.6 ,169 ,19.4 ,5.1 ,8.9 ,5.9 ,5.5 ,44.4 ,2.636 ,0.130 ,0.642 ,0.099 ,50.986 ,4.7076 ,3.5563 
7.4 ,7.4 ,235 ,22.9 ,4.0 ,7.4 ,5.1 ,5.6 ,20.2 ,3.093 ,0.098 ,0.578 ,0.082 ,7.381 ,2.5911 ,2.0212 
6.6 ,6.4 ,198 ,24.1 ,4.5 ,10.7 ,6.9 ,9.5 ,14.3 ,2.197 ,0.103 ,0.293 ,0.079 ,7.038 ,2.7076 ,2.0086 
7.4 ,8.2 ,223 ,25.9 ,3.2 ,8.7 ,5.8 ,8.2 ,11.1 ,2.131 ,0.089 ,0.126 ,0.059 ,7.133 ,2.6435 ,1.9243 
7.3 ,8.0 ,350 ,24.0 ,3.3 ,8.9 ,6.7 ,25.4 ,9.6 ,2.363 ,0.086 ,0.219 ,0.051 ,11.441 ,3.6990 ,2.6128 
7.3 ,5.9 ,220 ,27.0 ,2.4 ,8.2 ,5.9 ,16.1 ,6.8 ,1.589 ,0.117 ,0.124 ,0.054 ,4.289 ,2.7634 ,2.0000 
7.3 ,8.1 ,110 ,23.6 ,1.6 ,6.0 ,4.4 ,4.5 ,27.4 ,2.142 ,0.135 ,0.147 ,0.060 ,92.938 ,4.1139 ,3.2041 
7.8 ,8.8 ,311 ,27.7 ,2.6 ,7.1 ,5.3 ,37.8 ,7.1 ,2.079 ,0.079 ,0.037 ,0.031 ,7.743 ,3.6435 ,2.7324 
7.6 ,7.8 ,280 ,27.9 ,2.9 ,7.4 ,5.3 ,39.9 ,10.0 ,1.453 ,0.088 ,0.055 ,0.038 ,6.764 ,3.3424 ,2.2304 
7.3 ,6.3 ,257 ,26.1 ,2.1 ,6.8 ,4.8 ,11.7 ,7.5 ,2.073 ,0.086 ,0.156 ,0.057 ,9.457 ,4.0000 ,3.6021 
7.2 ,7.3 ,158 ,26.4 ,3.0 ,7.5 ,5.0 ,12.8 ,40.5 ,1.919 ,0.194 ,0.151 ,0.080 ,36.604 ,4.6721 ,4.2455 
7.0 ,6.8 ,228 ,30.4 ,2.5 ,6.6 ,5.2 ,19.5 ,6.1 ,1.131 ,0.088 ,0.061 ,0.037 ,5.940 ,2.8261 ,2.0414 
7.9 ,9.5 ,316 ,30.5 ,5.2 ,12.1 ,8.2 ,36.9 ,11.4 ,1.024 ,0.109 ,0.011 ,0.032 ,7.002 ,2.7243 ,2.4065 
7.1 ,7.0 ,182 ,25.5 ,1.5 ,6.4 ,4.1 ,2.7 ,12.0 ,2.242 ,0.113 ,0.124 ,0.074 ,22.668 ,3.9031 ,3.3010 
7.1 ,7.6 ,227 ,23.7 ,1.8 ,6.5 ,4.9 ,10.2 ,6.2 ,1.737 ,0.067 ,0.041 ,0.034 ,7.287 ,3.1139 ,2.4914 
7.4 ,9.2 ,288 ,22.8 ,3.5 ,8.8 ,5.9 ,43.8 ,14.6 ,1.546 ,0.071 ,0.016 ,0.010 ,5.180 ,2.8325 ,2.5563 
7.0 ,7.7 ,253 ,22.9 ,2.5 ,6.1 ,4.4 ,3.0 ,6.8 ,1.805 ,0.112 ,0.118 ,0.079 ,10.153 ,3.6021 ,2.8451 
7.4 ,9.8 ,216 ,24.6 ,2.4 ,6.1 ,3.4 ,26.7 ,9.5 ,1.546 ,0.083 ,0.074 ,0.017 ,5.289 ,2.8451 ,2.6232 
7.4 ,7.2 ,370 ,23.2 ,2.6 ,6.5 ,4.5 ,18.3 ,6.7 ,1.534 ,0.069 ,0.049 ,0.023 ,4.517 ,2.7324 ,2.4914 
7.3 ,7.5 ,312 ,22.3 ,1.7 ,6.3 ,4.4 ,21.9 ,6.9 ,1.607 ,0.034 ,0.038 ,0.013 ,3.882 ,2.9380 ,2.6628 
7.9 ,7.9 ,456 ,19.1 ,1.2 ,5.4 ,3.9 ,6.3 ,4.9 ,1.828 ,0.071 ,0.071 ,0.039 ,4.013 ,2.4914 ,2.2553 
7.8 ,11.2 ,341 ,17.7 ,2.7 ,6.3 ,4.6 ,31.2 ,8.1 ,1.453 ,0.065 ,0.034 ,0.008 ,3.931 ,2.3979 ,2.0414 
7.2 ,10.0 ,368 ,14.0 ,4.3 ,7.9 ,5.1 ,65.2 ,12.7 ,1.657 ,0.088 ,0.014 ,0.004 ,2.180 ,3.9243 ,2.7709 
7.3 ,9.2 ,297 ,15.1 ,2.6 ,6.6 ,4.6 ,34.0 ,8.9 ,1.407 ,0.066 ,0.014 ,0.006 ,3.534 ,3.6232 ,2.6990 
7.0 ,10.9 ,353 ,11.4 ,2.0 ,5.4 ,4.4 ,6.2 ,6.8 ,2.103 ,0.100 ,0.327 ,0.038 ,6.663 ,3.9243 ,2.6990 
7.6 ,10.8 ,320 ,8.5 ,3.5 ,5.1 ,4.2 ,19.5 ,8.4 ,1.682 ,0.065 ,0.056 ,0.020 ,6.393 ,3.7782 ,2.6812 
7.5 ,12.1 ,267 ,8.5 ,3.9 ,6.2 ,5.3 ,8.0 ,11.5 ,2.786 ,0.143 ,0.505 ,0.075 ,8.709 ,4.1139 ,3.2355 
7.2 ,11.1 ,332 ,6.7 ,2.1 ,4.1 ,3.6 ,3.0 ,3.1 ,2.825 ,0.065 ,0.147 ,0.047 ,5.167 ,2.4472 ,1.7160 
7.3 ,10.7 ,376 ,7.0 ,2.6 ,4.1 ,3.3 ,4.3 ,4.7 ,3.084 ,0.058 ,0.129 ,0.023 ,3.674 ,2.9638 ,2.5185 
7.1 ,13.6 ,377 ,4.1 ,1.5 ,3.7 ,3.3 ,4.7 ,3.0 ,3.457 ,0.077 ,0.312 ,0.047 ,2.980 ,2.5051 ,1.5563 
7.5 ,12.2 ,346 ,3.4 ,1.3 ,3.0 ,2.9 ,11.1 ,4.9 ,2.918 ,0.057 ,0.059 ,0.023 ,2.776 ,2.7993 ,2.4624 
7.6 ,13.4 ,316 ,2.5 ,2.2 ,3.4 ,2.6 ,7.4 ,5.8 ,2.894 ,0.059 ,0.053 ,0.015 ,3.117 ,2.4914 ,1.0000 
7.3 ,9.9 ,321 ,1.8 ,2.2 ,4.8 ,3.0 ,41.2 ,5.4 ,3.830 ,0.074 ,0.282 ,0.022 ,2.371 ,2.5798 ,1.6232 
7.1 ,12.2 ,370 ,1.7 ,2.5 ,3.6 ,2.4 ,5.1 ,5.1 ,3.452 ,0.050 ,0.020 ,0.017 ,1.760 ,2.8062 ,2.0414 
8.0 ,11.7 ,401 ,3.5 ,2.6 ,3.9 ,2.3 ,17.0 ,5.4 ,3.407 ,0.074 ,0.296 ,0.036 ,2.563 ,2.4150 ,1.8573 
8.2 ,13.5 ,394 ,4.0 ,2.8 ,5.1 ,3.3 ,27.6 ,7.8 ,3.360 ,0.080 ,0.123 ,0.019 ,1.893 ,2.5911 ,2.0086 
8.4 ,15.6 ,355 ,4.2 ,2.9 ,5.0 ,3.4 ,33.7 ,7.5 ,2.540 ,0.066 ,0.008 ,0.005 ,2.518 ,2.2304 ,1.4771 
8.5 ,13.7 ,267 ,5.5 ,5.0 ,5.3 ,5.3 ,48.7 ,16.2 ,3.637 ,0.121 ,0.226 ,0.005 ,3.636 ,2.7160 ,2.3010 
8.4 ,12.9 ,339 ,5.4 ,4.7 ,7.3 ,4.8 ,50.7 ,15.0 ,2.422 ,0.099 ,0.021 ,0.004 ,1.900 ,2.2041 ,1.7160 
8.6 ,14.2 ,356 ,7.6 ,5.3 ,8.9 ,6.0 ,51.6 ,20.2 ,2.267 ,0.116 ,0.016 ,0.004 ,2.115 ,2.2041 ,0.6021 
8.7 ,15.0 ,423 ,4.9 ,5.2 ,7.3 ,6.2 ,125.2 ,18.1 ,1.962 ,0.093 ,0.031 ,0.005 ,2.401 ,2.0294 ,0.7782 
8.2 ,11.1 ,417 ,13.1 ,6.3 ,8.5 ,7.3 ,110.4 ,19.2 ,2.651 ,0.144 ,0.179 ,0.009 ,1.664 ,2.4914 ,2.1139 
8.4 ,11.6 ,381 ,10.9 ,7.4 ,11.6 ,7.8 ,78.3 ,25.6 ,2.024 ,0.113 ,0.078 ,0.005 ,1.478 ,2.5682 ,2.3892 
8.2 ,10.4 ,494 ,16.6 ,5.4 ,11.1 ,7.4 ,85.3 ,11.4 ,1.996 ,0.110 ,0.018 ,0.004 ,4.680 ,2.4472 ,1.6990 
8.4 ,11.5 ,355 ,13.1 ,5.1 ,8.7 ,4.9 ,75.7 ,21.9 ,1.577 ,0.091 ,0.017 ,0.002 ,2.592 ,2.4150 ,1.3010 
7.7 ,9.5 ,462 ,16.1 ,3.1 ,6.6 ,5.1 ,38.6 ,12.4 ,1.293 ,0.072 ,0.088 ,0.012 ,2.659 ,2.2553 ,0.9031 
7.6 ,9.2 ,212 ,16.8 ,2.0 ,4.7 ,4.1 ,19.4 ,14.0 ,1.140 ,0.069 ,0.047 ,0.017 ,5.006 ,3.6435 ,2.0414 
7.2 ,10.4 ,312 ,16.6 ,4.4 ,6.3 ,5.2 ,42.4 ,13.6 ,1.177 ,0.110 ,0.163 ,0.027 ,6.397 ,4.3711 ,3.1139 
7.6 ,9.2 ,276 ,16.5 ,3.4 ,7.1 ,5.2 ,51.4 ,12.8 ,1.066 ,0.089 ,0.068 ,0.011 ,2.668 ,2.7243 ,1.2041 
7.9 ,10.1 ,278 ,20.5 ,5.3 ,9.4 ,7.0 ,36.5 ,19.8 ,1.739 ,0.174 ,0.279 ,0.066 ,14.102 ,3.9542 ,3.1139 
6.4 ,7.5 ,274 ,20.0 ,5.9 ,11.0 ,8.8 ,22.7 ,29.4 ,1.888 ,0.186 ,0.498 ,0.041 ,3.920 ,4.5623 ,3.8573 
7.3 ,7.6 ,276 ,21.6 ,6.1 ,9.2 ,8.7 ,28.3 ,28.2 ,2.396 ,0.204 ,0.583 ,0.058 ,6.825 ,4.0969 ,2.9777 
7.2 ,5.7 ,290 ,22.6 ,5.0 ,9.2 ,8.2 ,16.2 ,16.3 ,2.647 ,0.204 ,0.668 ,0.088 ,7.641 ,3.3802 ,2.8751 
7.4 ,7.2 ,296 ,25.0 ,3.5 ,7.5 ,7.5 ,10.6 ,13.5 ,2.274 ,0.135 ,0.305 ,0.059 ,3.849 ,3.5051 ,2.3802 
7.4 ,7.7 ,245 ,24.1 ,3.3 ,8.2 ,7.8 ,22.6 ,9.0 ,2.067 ,0.093 ,0.151 ,0.020 ,4.869 ,3.4771 ,2.5623 
7.3 ,5.8 ,333 ,24.2 ,3.7 ,8.0 ,8.2 ,15.6 ,7.0 ,2.264 ,0.118 ,0.292 ,0.049 ,2.354 ,3.2041 ,2.1139 
7.4 ,6.6 ,302 ,26.6 ,3.9 ,8.2 ,7.0 ,25.0 ,9.4 ,1.595 ,0.109 ,0.108 ,0.037 ,1.923 ,2.1761 ,1.0000 
7.0 ,6.5 ,220 ,22.1 ,2.5 ,6.9 ,6.4 ,10.1 ,10.6 ,2.146 ,0.123 ,0.299 ,0.065 ,10.775 ,3.9823 ,3.1584 
7.5 ,7.1 ,223 ,26.8 ,3.1 ,6.5 ,4.8 ,78.5 ,8.4 ,1.152 ,0.081 ,0.069 ,0.010 ,3.027 ,3.6232 ,2.4914 
7.2 ,7.1 ,178 ,26.9 ,2.6 ,7.0 ,5.0 ,3.2 ,8.4 ,2.176 ,0.123 ,0.086 ,0.057 ,12.126 ,4.9912 ,4.6232 
7.3 ,7.2 ,213 ,25.6 ,4.7 ,7.7 ,6.7 ,7.1 ,10.8 ,1.474 ,0.093 ,0.049 ,0.015 ,3.293 ,4.0569 ,2.4624 
7.1 ,6.9 ,130 ,24.3 ,1.6 ,4.8 ,3.1 ,4.0 ,11.2 ,2.105 ,0.105 ,0.239 ,0.060 ,21.489 ,4.0414 ,3.0000 
7.7 ,10.7 ,169 ,26.0 ,1.7 ,5.2 ,3.6 ,4.8 ,5.0 ,1.345 ,0.055 ,0.070 ,0.020 ,7.387 ,3.4150 ,2.3010 
7.0 ,6.7 ,109 ,22.0 ,1.9 ,5.8 ,3.6 ,2.4 ,24.9 ,2.268 ,0.138 ,0.303 ,0.076 ,74.545 ,4.3979 ,3.6532 
7.3 ,10.1 ,108 ,24.5 ,1.4 ,5.6 ,3.5 ,3.0 ,27.1 ,1.857 ,0.134 ,0.144 ,0.071 ,50.086 ,4.1614 ,3.3892 
7.4 ,8.7 ,231 ,23.2 ,1.2 ,4.9 ,3.4 ,2.8 ,4.5 ,1.733 ,0.070 ,0.035 ,0.034 ,10.943 ,3.9031 ,3.1461 
7.3 ,8.4 ,235 ,22.6 ,2.1 ,4.6 ,3.9 ,5.2 ,5.9 ,1.424 ,0.068 ,0.042 ,0.016 ,4.760 ,2.6990 ,1.8325 
7.4 ,8.0 ,256 ,22.8 ,1.5 ,4.3 ,3.8 ,7.6 ,4.8 ,1.347 ,0.070 ,0.075 ,0.038 ,8.874 ,3.4150 ,2.5911 
7.2 ,8.5 ,216 ,21.7 ,1.3 ,4.2 ,3.3 ,2.6 ,13.9 ,1.375 ,0.065 ,0.078 ,0.034 ,3.652 ,2.5185 ,2.1761 
7.0 ,8.5 ,281 ,21.6 ,1.4 ,4.1 ,3.6 ,0.7 ,5.8 ,1.920 ,0.084 ,0.086 ,0.055 ,8.711 ,3.7993 ,3.2788 
6.8 ,10.6 ,218 ,19.2 ,1.5 ,5.3 ,3.8 ,3.9 ,6.1 ,1.175 ,0.052 ,0.041 ,0.017 ,6.078 ,3.8062 ,3.0492 
7.2 ,9.2 ,354 ,17.9 ,2.4 ,6.6 ,6.6 ,1.4 ,4.0 ,1.700 ,0.090 ,0.099 ,0.062 ,3.304 ,2.7634 ,2.4914 
7.4 ,8.5 ,283 ,17.6 ,3.0 ,5.7 ,4.5 ,4.6 ,8.2 ,1.894 ,0.084 ,0.162 ,0.043 ,9.739 ,4.3711 ,3.2175 
6.8 ,8.5 ,197 ,16.4 ,1.7 ,3.6 ,3.2 ,4.7 ,4.7 ,2.332 ,0.065 ,0.136 ,0.038 ,5.988 ,3.6232 ,2.5315 
7.5 ,10.8 ,264 ,12.4 ,1.2 ,4.6 ,4.1 ,4.6 ,3.9 ,2.283 ,0.087 ,0.118 ,0.050 ,6.263 ,2.8976 ,2.4393 
7.3 ,11.3 ,241 ,11.7 ,1.4 ,4.0 ,3.4 ,7.2 ,4.3 ,1.698 ,0.053 ,0.057 ,0.016 ,5.449 ,2.7782 ,2.1614 
7.4 ,12.7 ,319 ,9.8 ,2.0 ,4.6 ,3.7 ,9.5 ,4.6 ,2.153 ,0.056 ,0.056 ,0.022 ,3.023 ,3.7924 ,1.6628 
7.1 ,10.2 ,388 ,11.5 ,1.7 ,4.1 ,3.4 ,11.7 ,3.6 ,2.058 ,0.042 ,0.087 ,0.022 ,4.479 ,3.6021 ,2.6128 
7.2 ,12.9 ,219 ,7.0 ,0.9 ,3.6 ,2.7 ,3.0 ,3.9 ,2.038 ,0.056 ,0.120 ,0.039 ,12.315 ,3.9638 ,3.2041 
6.7 ,12.2 ,324 ,5.2 ,1.0 ,4.5 ,3.2 ,1.5 ,3.2 ,2.457 ,0.038 ,0.085 ,0.026 ,8.535 ,2.8325 ,2.4314 
7.1 ,13.4 ,351 ,4.7 ,1.0 ,4.5 ,3.5 ,2.7 ,1.6 ,2.585 ,0.040 ,0.090 ,0.019 ,7.321 ,2.8513 ,2.7324 
7.9 ,15.8 ,306 ,3.8 ,1.1 ,3.7 ,2.8 ,2.8 ,2.6 ,2.925 ,0.055 ,0.254 ,0.031 ,8.578 ,2.8751 ,2.0000 
7.3 ,13.5 ,302 ,4.1 ,1.1 ,2.9 ,2.4 ,2.2 ,2.9 ,2.604 ,0.033 ,0.045 ,0.012 ,5.423 ,2.8325 ,2.2304 
7.1 ,16.8 ,319 ,4.7 ,1.4 ,3.2 ,2.6 ,4.7 ,2.5 ,2.558 ,0.033 ,0.061 ,0.013 ,5.548 ,2.1139 ,1.0000 
7.2 ,13.4 ,233 ,2.5 ,1.4 ,3.7 ,2.4 ,4.5 ,4.0 ,2.153 ,0.033 ,0.042 ,0.016 ,3.993 ,2.2041 ,2.0969 
7.4 ,13.8 ,246 ,3.0 ,1.3 ,2.8 ,2.6 ,2.8 ,4.2 ,2.722 ,0.041 ,0.080 ,0.018 ,4.866 ,2.5441 ,1.8451 
7.2 ,11.7 ,319 ,7.0 ,2.4 ,5.6 ,4.4 ,7.5 ,7.5 ,3.042 ,0.068 ,0.420 ,0.027 ,5.182 ,3.6435 ,2.5441 
7.4 ,14.9 ,298 ,3.0 ,1.5 ,3.3 ,2.7 ,4.4 ,4.1 ,2.579 ,0.045 ,0.106 ,0.020 ,4.435 ,2.5563 ,2.1303 
7.2 ,13.0 ,355 ,3.0 ,2.0 ,3.8 ,3.0 ,3.8 ,4.6 ,2.669 ,0.053 ,0.084 ,0.018 ,4.120 ,3.0414 ,1.8129 
6.9 ,12.0 ,337 ,6.2 ,2.2 ,3.7 ,2.6 ,10.1 ,6.1 ,2.539 ,0.056 ,0.159 ,0.024 ,6.049 ,3.9294 ,3.4472 
6.7 ,10.9 ,269 ,7.0 ,2.4 ,3.6 ,3.6 ,7.8 ,3.4 ,2.567 ,0.049 ,0.231 ,0.019 ,3.681 ,2.6628 ,2.1461 
6.8 ,12.8 ,330 ,5.1 ,2.2 ,3.2 ,3.1 ,5.5 ,4.1 ,2.310 ,0.046 ,0.112 ,0.015 ,3.891 ,2.6628 ,1.9031 
7.1 ,12.9 ,387 ,4.7 ,2.9 ,5.1 ,4.8 ,10.5 ,5.4 ,2.164 ,0.051 ,0.078 ,0.019 ,2.342 ,2.5441 ,2.0792 
8.2 ,12.0 ,327 ,7.9 ,3.1 ,5.9 ,4.2 ,32.8 ,11.3 ,2.179 ,0.070 ,0.086 ,0.005 ,1.802 ,2.9542 ,2.3222 
7.9 ,11.7 ,465 ,10.9 ,6.9 ,12.6 ,8.9 ,86.3 ,19.1 ,2.188 ,0.106 ,0.031 ,0.004 ,2.616 ,3.3424 ,2.5682 
8.1 ,11.8 ,373 ,13.0 ,7.0 ,12.3 ,7.9 ,99.8 ,21.1 ,1.585 ,0.100 ,0.080 ,0.002 ,1.893 ,1.9191 ,1.0792 
6.7 ,9.9 ,254 ,14.2 ,5.1 ,8.1 ,5.0 ,20.0 ,31.8 ,2.673 ,0.192 ,0.443 ,0.063 ,10.320 ,4.1139 ,3.0253 
8.1 ,11.8 ,315 ,14.2 ,4.0 ,7.4 ,4.7 ,58.2 ,20.6 ,1.723 ,0.108 ,0.036 ,0.008 ,7.196 ,3.8261 ,2.5441 
7.4 ,8.9 ,277 ,15.9 ,4.8 ,8.2 ,5.4 ,75.6 ,16.4 ,1.794 ,0.098 ,0.110 ,0.007 ,3.369 ,3.5119 ,2.1139 
8.2 ,9.5 ,295 ,17.1 ,3.4 ,6.3 ,4.5 ,63.5 ,11.8 ,1.084 ,0.078 ,0.042 ,0.003 ,2.852 ,3.9445 ,2.0000 
6.8 ,8.4 ,234 ,19.3 ,2.9 ,6.3 ,4.1 ,9.5 ,8.4 ,1.976 ,0.101 ,0.406 ,0.044 ,7.196 ,3.4624 ,2.5563 
7.7 ,9.1 ,366 ,20.2 ,3.7 ,7.9 ,6.7 ,49.2 ,14.7 ,1.403 ,0.119 ,0.176 ,0.020 ,4.030 ,2.9031 ,2.0792 
7.2 ,7.0 ,201 ,18.4 ,2.5 ,6.4 ,5.1 ,16.7 ,13.7 ,1.443 ,0.110 ,0.182 ,0.048 ,6.381 ,2.7160 ,1.9542 
7.2 ,6.7 ,218 ,20.9 ,4.5 ,7.4 ,6.1 ,14.8 ,11.7 ,2.072 ,0.145 ,0.458 ,0.070 ,4.238 ,2.6628 ,1.9031 
6.9 ,6.3 ,285 ,22.8 ,4.1 ,8.5 ,6.6 ,9.1 ,15.6 ,2.377 ,0.149 ,0.315 ,0.070 ,5.790 ,2.7404 ,1.5563 
7.0 ,7.6 ,270 ,21.4 ,3.4 ,8.9 ,6.6 ,14.8 ,11.3 ,2.022 ,0.104 ,0.177 ,0.045 ,6.252 ,3.5051 ,3.2788 
7.4 ,9.8 ,279 ,23.7 ,5.2 ,11.1 ,8.4 ,12.6 ,18.5 ,3.032 ,0.158 ,0.618 ,0.079 ,4.623 ,2.5563 ,1.9777 
6.8 ,6.4 ,269 ,23.6 ,3.6 ,9.0 ,6.6 ,7.9 ,11.7 ,2.954 ,0.151 ,0.355 ,0.072 ,4.391 ,3.6812 ,2.6812 
6.9 ,8.7 ,235 ,24.9 ,1.9 ,7.8 ,6.0 ,5.6 ,7.8 ,2.737 ,0.110 ,0.150 ,0.069 ,3.738 ,3.5051 ,2.1761 
7.6 ,7.7 ,248 ,25.1 ,2.3 ,8.4 ,7.4 ,22.9 ,7.7 ,1.552 ,0.079 ,0.068 ,0.021 ,7.680 ,3.6628 ,2.1761 
6.9 ,8.0 ,185 ,24.4 ,1.2 ,6.0 ,4.2 ,4.1 ,10.8 ,2.098 ,0.137 ,0.115 ,0.078 ,16.776 ,3.9542 ,3.0334 
7.0 ,7.7 ,238 ,27.6 ,2.1 ,6.2 ,4.5 ,35.9 ,8.1 ,1.400 ,0.091 ,0.004 ,0.022 ,3.800 ,2.9345 ,2.0792 
7.1 ,7.5 ,278 ,26.7 ,2.5 ,5.1 ,3.8 ,7.3 ,5.3 ,3.914 ,0.193 ,0.107 ,0.037 ,9.207 ,2.7482 ,2.8865 
6.9 ,7.8 ,224 ,28.4 ,1.6 ,5.1 ,3.7 ,7.9 ,4.9 ,1.257 ,0.090 ,0.025 ,0.042 ,5.542 ,2.9138 ,2.3617 
6.8 ,7.1 ,200 ,27.1 ,2.2 ,6.0 ,5.0 ,10.2 ,13.0 ,1.732 ,0.175 ,0.101 ,0.068 ,4.525 ,3.6021 ,2.6902 
7.2 ,9.2 ,288 ,26.9 ,1.5 ,5.6 ,4.6 ,12.2 ,4.1 ,1.109 ,0.102 ,0.018 ,0.032 ,5.312 ,3.0719 ,2.4698 
6.8 ,6.4 ,215 ,24.1 ,1.5 ,5.1 ,4.2 ,3.5 ,7.4 ,1.728 ,0.117 ,0.154 ,0.058 ,10.297 ,4.0969 ,3.2304 
7.4 ,7.9 ,228 ,24.3 ,3.4 ,5.0 ,4.0 ,5.7 ,8.8 ,1.191 ,0.065 ,0.017 ,0.027 ,5.646 ,3.6021 ,2.5315 
7.1 ,8.3 ,250 ,22.2 ,1.3 ,4.8 ,3.9 ,1.8 ,3.7 ,1.294 ,0.109 ,0.069 ,0.044 ,5.783 ,3.1875 ,2.3617 
