"p.H","DO","BOD","COD","SS","TN","T.P","TOC","WT","EC","TC","NH3N","PO4P","Chla","FC","Flow"
0.336483258364913,0.0461394070221729,1.76435983583729,0.395194427582192,1.32055371578388,1.11624567564786,1.9041070153297,0.341621350100206,0.757433562367806,-0.842555394599721,-0.552411959064319,2.08001936840914,1.16519634088625,0.13455214179198,-0.262625225536945,-0.0676050508471437
-0.724892945489844,-1.2474789056119,2.97502286063338,0.841480289448489,3.64371149750879,0.21081871881153,2.39786986920209,1.32040257316105,0.875699382751571,-0.966714291459443,-0.528705457598013,1.10183041466198,1.04020536820564,-0.11588695704037,-0.264157459642469,-0.167675053333631
-2.2108196308865,-1.33093815158829,2.26286814016509,1.24313756512816,1.17178006473746,0.768980345442686,2.47583242507667,1.66585476953547,0.993965203135336,0.12588400090611,-0.140867093609258,1.28432835379392,2.54009704037299,-0.396039169293507,-0.194057749314742,-0.136696959751227
0.548758499135866,-0.579804937800764,3.18866927677386,2.31422363360727,0.736903238601761,-0.0381340521574798,0.96855634483465,1.72343013559787,1.1122310235191,0.597687808973053,-0.452844652905836,-0.307053675436537,-0.709668249322927,1.45466332377267,-0.284076503014282,-0.21875775975288
0.124208017593962,-1.03883079067092,1.33706700355631,1.10925180656827,1.78976292293029,1.46985375161022,3.07354535344851,1.72343013559787,0.875699382751571,-0.929466622401527,-0.0681355471106328,2.32821656562857,2.37344241013217,-0.684680842524012,0.302769159401438,0.256730492016532
-0.300342463947941,-0.830182675729939,3.04623833268021,2.04645211648749,6.29874896233726,1.56340925152851,5.04859676893806,1.09010110891144,0.993965203135336,-0.805307725541805,2.36253946123259,3.69330115033543,3.24837921889646,-0.480933779067185,2.02653252811602,2.03290224526142
-0.937168186260795,-0.496345691824372,0.90977417127534,0.930737461821749,5.60065721511943,0.239361074718805,3.46335813282145,-0.406858408711031,0.757433562367806,-2.12139203225486,0.940149373254267,0.225840306828706,1.99846949209033,-0.608275693727702,0.574740713131961,6.48638546853952
-0.0880672231769883,-0.329427199871589,0.26883492285388,-0.765148813270183,0.668238476580335,-0.390156441680538,-0.408782142283062,-0.80988597114785,1.34876266428663,-1.22744797486486,-0.197762697128391,-0.372752933524033,0.49857781992299,-0.773820182786374,-0.160731657519594,0.265904991395598
0.336483258364913,-0.496345691824372,-0.300888853520751,-0.765148813270183,0.0273673643803596,-0.746935890521476,-0.720632365781412,-0.982612069335059,1.4670284846704,-1.98481724570916,-0.304441953726765,-0.562550790221243,-0.376358988841295,-0.417262821736927,-0.225851607004367,0.105068088700848
0.124208017593962,-1.08056041365911,-0.799397157848553,-0.720520227083553,1.43499498581959,-0.436141348420037,-0.122919437409575,-1.04018743539746,1.70356012543793,-1.72408356230375,5.20731963718923,0.247740059524538,0.456914162362786,-0.667701920569276,4.32488368640213,11.8439533096412
-0.512617704718892,-0.663264183777155,0.0551885067133937,-0.586634468523664,1.53799212885173,0.196547540857893,0.734668677210887,-0.80988597114785,0.993965203135336,-1.84824245916347,0.371193338062938,-0.474951779437915,1.29018731356687,-0.633744076659805,0.992274506887271,2.27466729371349
-0.512617704718892,-0.91364192170633,-0.656966213754895,-0.720520227083553,0.885676889648183,0.187033422222134,1.15046897520869,-0.867461337210253,1.1122310235191,-0.929466622401527,0.845323367389045,0.0433423676967737,1.6234965740485,-0.782309643763742,0.609215980506253,0.580046646060311
-0.512617704718892,-0.746723429753547,-1.08425904603587,-0.809777399456812,-0.178626921683918,-0.399670560316297,0.13695574883905,-0.867461337210253,0.875699382751571,-1.51301343764222,0.655671355658602,-0.715849059092066,0.70689610772401,-0.718638686433483,0.203173942542374,0.285896338808009
-0.512617704718892,-0.245967953895197,-0.799397157848553,-0.765148813270183,-0.407509461755338,-0.799263543018147,-0.460757179532787,-0.982612069335059,0.993965203135336,-1.06604140894722,-0.162202944928932,-0.693949306396234,-0.668004591762723,-0.374815516850088,-0.218190436476746,-0.0883326235183687
0.124208017593962,-0.287697576883393,0.0551885067133937,-0.00646284809747661,-0.20151517569106,-0.89440472937573,0.162943267463913,-0.118981578399016,1.1122310235191,-0.246592689673056,-0.318665854606548,0.123641460914824,0.623568792603602,-0.0946633045969505,-0.227766899636272,-0.0164090790034624
-0.0880672231769883,-0.830182675729939,-0.799397157848553,-1.21143467513648,-0.567727239805331,-1.2670410426096,-0.148906956034437,-1.09776280145986,1.23049684390287,-1.4757657685843,-0.33687244773267,-0.511451367264301,-0.0847133859198668,-0.362081325384036,-0.171074237731881,-0.0994892678250116
-1.14944342703175,-0.871912298718134,-0.514535269661237,-0.408120123777145,-0.235847556701773,-1.24008437314162,-0.382794623658199,-0.752310605085447,0.993965203135336,-1.20261619549292,-0.216727898301435,-0.27055408761015,0.665232450163806,-0.0776843826422148,-0.150389077307306,0.108919113131567
-0.0880672231769883,-0.371156822859785,-0.870612629895382,-0.943663158016702,-0.453285969769622,-0.994302975051193,-0.408782142283062,-1.15533816752227,0.520901921600275,-1.19020030580694,-0.368449507685789,-0.0880561484782177,0.581905135043397,-0.795043835229793,-0.179884583838645,0.193301854334095
-0.724892945489844,-0.871912298718134,-1.29790546217635,-0.899034571830072,-0.0298532706374953,-1.17665691556989,-0.434769660907924,-1.15533816752227,0.225237370640862,-1.06604140894722,-0.264140901234046,-0.365453015958755,-0.043049728359663,-0.714393955944799,-0.325063765337051,-0.235124613583437
0.973308980677769,-0.245967953895197,-1.08425904603587,-0.854405985643443,-0.510506604787477,-1.0165025852013,-0.902544996155449,-1.09776280145986,0.213410788602485,-1.12812085737708,-0.431698453597892,-0.263254170044873,-0.293031673720887,-0.510646892487972,-0.29863272701676,-0.299006312963606
0.761033739906817,0.296517144951348,0.553696811041196,2.44810939216716,0.473688317519628,-1.13225769526969,2.13799468295346,1.32040257316105,0.201584206564109,1.88894033631416,-0.00811068539794766,-0.672049553700402,2.33177875257197,2.1338202019621,-0.233512777531987,-0.350938510066101
0.761033739906817,0.546894882880523,0.0551885067133937,-0.229605779030625,-0.178626921683918,-0.957832186947453,0.266893341963363,0.284045984037803,-0.0822537623569278,0.597687808973053,-0.254658300647523,0.0798419555231603,0.206932217001561,0.601472495547208,-0.115530751406634,-0.425240628494098
0.336483258364913,1.04765035873887,0.767343227181682,1.28776615131479,0.485132444523199,-0.482126255159536,1.22843153108327,1.66585476953547,0.000532311911707777,1.87652444662819,-0.522541767216774,-0.562550790221243,0.623568792603602,1.81971014579949,-0.28331038596152,-0.409440101785706
-0.512617704718892,-0.663264183777155,-0.0160269653334352,1.10925180656827,1.02300641369104,1.0179331164117,0.604731084086575,2.01130696590989,0.237063952679239,1.13157106546986,-0.472758114137533,1.89022151171193,0.248595874561765,0.121817950325928,-0.156901072255784,-0.347540547333113
-0.300342463947941,-0.287697576883393,-0.585750741708066,-0.363491537590515,0.588129587555338,0.207647345932944,-0.616682291281962,-0.464433774773433,-0.235999328855823,1.47921597667708,-0.273623501820568,2.576413762848,-0.834659222003539,-0.00976869482327258,0.410025546788123,-0.272502203646302
-0.512617704718892,0.546894882880523,-0.585750741708066,0.127422910462413,0.862788635641041,1.4968104210782,1.0725064193341,-0.0614062123366134,-0.827328430774649,-0.693564718368055,0.0867153204672738,1.67852390231889,1.58183291648829,-0.786554374252426,0.184021016223323,-0.17713271627378
-0.0880672231769883,0.0878690300103693,-1.22668999012953,-0.497377296150404,-0.270179937712486,0.497827964323573,-1.16242018240407,-0.464433774773433,-0.531663879815236,1.13157106546986,-0.541506968389818,-0.139155571435159,-0.251368016160683,-0.765330721809006,-0.317785653335811,-0.283262418967429
-0.937168186260795,0.713813374833306,-1.29790546217635,-0.988291744203332,-0.396065334751767,0.489899532127108,-0.928532514780312,-1.21291353358467,-0.921941087081661,0.01414099373236,-0.534869147979253,0.0360424501314964,0.165268559441357,-0.752596530342954,-0.279096742171328,-0.186533746501713
